"","SUMGROUP","Season","All_Bio_SUM","All_Den_SUM","All_Bio_MEAN","All_Den_MEAN","All_Bio_SD","All_Den_SD","N","All_Bio_SE","All_Den_SE"
"32","DAPHNID","Early Spring",0.060503385,0.061931028,0.007562923125,0.0077413785,0.0118663751248578,0.0156941198692179,8,0.00419539715944514,0.00554870929213926
"33","DAPHNID","Early Summer",3.66748244,0.956701153,0.523926062857143,0.136671593285714,0.441560409497177,0.118989149029008,7,0.166894147477339,0.0449736710065654
"34","DAPHNID","Late Spring",0.006447964,0.009034436,0.0008059955,0.0011293045,0.00227969953462337,0.00319415547989793,8,0.0008059955,0.0011293045
"35","DAPHNID","Late Summer",129.09513643,30.63704631,16.13689205375,3.82963078875,10.2020387924701,1.82546258594254,8,3.6069654060419,0.645398486661152
"36","DAPHNID","Summer",44.049009956,7.522914628,11.012252489,1.880728657,13.6894984685744,2.63309570263858,4,6.84474923428722,1.31654785131929
"37","LIMNO","Early Fall",0.025347594,0.052035333,0.0063368985,0.01300883325,0.012673797,0.0260176665,4,0.0063368985,0.01300883325
"38","LIMNO","Early Spring",4.76976752,0.095233469,0.59622094,0.011904183625,0.441681009288241,0.00836298499745061,8,0.156157818394517,0.00295676170132934
"39","LIMNO","Early Summer",80.783623317,1.602629435,11.5405176167143,0.228947062142857,8.9748577812781,0.210744576763874,7,3.39217739163354,0.0796539628961103
"40","LIMNO","Late Spring",45.442680797,2.441182811,5.680335099625,0.305147851375,7.28992185275916,0.264366851077621,8,2.577376588203,0.0934677965589599
"41","LIMNO","Late Summer",5.7338689,0.123957533,0.7167336125,0.015494691625,1.30288906222571,0.0270209039413739,8,0.460640845516792,0.00955333220536791
"42","LIMNO","Summer",189.916880725,2.905002125,47.47922018125,0.72625053125,35.5091221488062,0.54416736309987,4,17.7545610744031,0.272083681549935
"43","NDAP","Early Fall",5.763011163,1.223105245,1.44075279075,0.30577631125,2.24932969183262,0.395150857548402,4,1.12466484591631,0.197575428774201
"44","NDAP","Early Spring",0,0,0,0,0,0,8,0,0
"45","NDAP","Early Summer",2.350591216,0.244964649,0.335798745142857,0.0349949498571429,0.506521658744998,0.0447207007242606,7,0.191447191815313,0.0169028360818485
"46","NDAP","Late Spring",0,0,0,0,0,0,8,0,0
"47","NDAP","Late Summer",33.99670697,8.514054322,4.24958837125,1.06425679025,3.7396387722153,1.02145638015626,8,1.32216196751079,0.361139366547379
"48","NDAP","Summer",3.484241954,0.702085506,0.8710604885,0.1755213765,0.871896440997585,0.186126842423521,4,0.435948220498793,0.0930634212117607
