"","Season","Station","EventCode","DN","Lat","Long","Transect","Basin","SUMGROUP","Zoop_Bio_Sum","Zoop_Den_Sum"
"47","Early Spring",25,"stn25_20180409_D_LG","N",43.51655,-79.08008333,"GLISP","W","LIMNO",23071.84962711,481.03501099
"48","Early Spring",25,"stn25_20180409_D_LG","N",43.51655,-79.08008333,"GLISP","W","NDAP",0,0
"49","Early Spring",33,"stn33_20180410_N_LG","N",43.59451833,-78.8019,"2","W","BOSMINID",30.23338288,51.37267108
"50","Early Spring",33,"stn33_20180410_N_LG","N",43.59451833,-78.8019,"2","W","BYTH",0,0
"51","Early Spring",33,"stn33_20180410_N_LG","N",43.59451833,-78.8019,"2","W","CALANOID",40468.497033,4726.2857393
"52","Early Spring",33,"stn33_20180410_N_LG","N",43.59451833,-78.8019,"2","W","CERC",0,0
"53","Early Spring",33,"stn33_20180410_N_LG","N",43.59451833,-78.8019,"2","W","CYCLOPOID",25449.577851397,4640.66462069
"54","Early Spring",33,"stn33_20180410_N_LG","N",43.59451833,-78.8019,"2","W","DAPHNID",100.5878234,136.9937895
"55","Early Spring",33,"stn33_20180410_N_LG","N",43.59451833,-78.8019,"2","W","LIMNO",21403.08558231,445.22981599
"56","Early Spring",33,"stn33_20180410_N_LG","N",43.59451833,-78.8019,"2","W","NDAP",0,0
"57","Early Spring",41,"stn41_20180410_D_LG","D",43.717,-78.02658333,"3","W","BOSMINID",47.55215436,59.4537654
"58","Early Spring",41,"stn41_20180410_D_LG","D",43.717,-78.02658333,"3","W","BYTH",0,0
"59","Early Spring",41,"stn41_20180410_D_LG","D",43.717,-78.02658333,"3","W","CALANOID",63121.9759381,5588.6539479
"60","Early Spring",41,"stn41_20180410_D_LG","D",43.717,-78.02658333,"3","W","CERC",0,0
"61","Early Spring",41,"stn41_20180410_D_LG","D",43.717,-78.02658333,"3","W","CYCLOPOID",47048.97969159,9235.1515588
"62","Early Spring",41,"stn41_20180410_D_LG","D",43.717,-78.02658333,"3","W","DAPHNID",40.099599,39.6358436
"63","Early Spring",41,"stn41_20180410_D_LG","D",43.717,-78.02658333,"3","W","LIMNO",11938.7976,195.3480863
"64","Early Spring",41,"stn41_20180410_D_LG","D",43.717,-78.02658333,"3","W","NDAP",0,0
"65","Early Spring",49,"stn49_20180410_D_LG","D",43.77221667,-77.43795,"4","E","BOSMINID",27.90547446,37.52755405
"66","Early Spring",49,"stn49_20180410_D_LG","D",43.77221667,-77.43795,"4","E","BYTH",0,0
"67","Early Spring",49,"stn49_20180410_D_LG","D",43.77221667,-77.43795,"4","E","CALANOID",33981.873048,2739.51144585
"68","Early Spring",49,"stn49_20180410_D_LG","D",43.77221667,-77.43795,"4","E","CERC",0,0
"69","Early Spring",49,"stn49_20180410_D_LG","D",43.77221667,-77.43795,"4","E","CYCLOPOID",57404.03588,12665.549492
"70","Early Spring",49,"stn49_20180410_D_LG","D",43.77221667,-77.43795,"4","E","DAPHNID",0,0
"71","Early Spring",49,"stn49_20180410_D_LG","D",43.77221667,-77.43795,"4","E","LIMNO",14013.02089,241.2485617
"72","Early Spring",49,"stn49_20180410_D_LG","D",43.77221667,-77.43795,"4","E","NDAP",0,0
"73","Early Spring",55,"stn55_20180411_D_LG","D",43.44381667,-77.44155,"4","E","BOSMINID",1125.895687,705.5180161
"74","Early Spring",55,"stn55_20180411_D_LG","D",43.44381667,-77.44155,"4","E","BYTH",0,0
"75","Early Spring",55,"stn55_20180411_D_LG","D",43.44381667,-77.44155,"4","E","CALANOID",44420.6609783,6892.36831183
"76","Early Spring",55,"stn55_20180411_D_LG","D",43.44381667,-77.44155,"4","E","CERC",0,0
"77","Early Spring",55,"stn55_20180411_D_LG","D",43.44381667,-77.44155,"4","E","CYCLOPOID",58454.48571,23119.282683
"78","Early Spring",55,"stn55_20180411_D_LG","D",43.44381667,-77.44155,"4","E","DAPHNID",704.5260643,922.6004826
"79","Early Spring",55,"stn55_20180411_D_LG","D",43.44381667,-77.44155,"4","E","LIMNO",3103.873221,69.77650709
"80","Early Spring",55,"stn55_20180411_D_LG","D",43.44381667,-77.44155,"4","E","NDAP",0,0
"81","Early Spring",60,"stn60_20180411_D_LG","D",43.57765167,-77.195905,"GLISP","E","BOSMINID",36.86608274,49.3369242
"82","Early Spring",60,"stn60_20180411_D_LG","D",43.57765167,-77.195905,"GLISP","E","BYTH",0,0
"83","Early Spring",60,"stn60_20180411_D_LG","D",43.57765167,-77.195905,"GLISP","E","CALANOID",12683.826239,1850.1346577
"84","Early Spring",60,"stn60_20180411_D_LG","D",43.57765167,-77.195905,"GLISP","E","CERC",0,0
"85","Early Spring",60,"stn60_20180411_D_LG","D",43.57765167,-77.195905,"GLISP","E","CYCLOPOID",26592.81748456,9374.0155991
"86","Early Spring",60,"stn60_20180411_D_LG","D",43.57765167,-77.195905,"GLISP","E","DAPHNID",0,0
"87","Early Spring",60,"stn60_20180411_D_LG","D",43.57765167,-77.195905,"GLISP","E","LIMNO",1770.305803,31.71659413
"88","Early Spring",60,"stn60_20180411_D_LG","D",43.57765167,-77.195905,"GLISP","E","NDAP",0,0
"89","Early Spring",63,"stn63_20180410_D_LG","D",43.73185,-77.0176,"5","E","BOSMINID",21.55974813,27.77629985
"90","Early Spring",63,"stn63_20180410_D_LG","D",43.73185,-77.0176,"5","E","BYTH",0,0
"91","Early Spring",63,"stn63_20180410_D_LG","D",43.73185,-77.0176,"5","E","CALANOID",27285.55678059,2499.86698644
"92","Early Spring",63,"stn63_20180410_D_LG","D",43.73185,-77.0176,"5","E","CERC",0,0
"93","Early Spring",63,"stn63_20180410_D_LG","D",43.73185,-77.0176,"5","E","CYCLOPOID",23399.585444075,7846.80470692
"94","Early Spring",63,"stn63_20180410_D_LG","D",43.73185,-77.0176,"5","E","DAPHNID",0,0
"95","Early Spring",63,"stn63_20180410_D_LG","D",43.73185,-77.0176,"5","E","LIMNO",18407.87384,321.4114697
"96","Early Spring",63,"stn63_20180410_D_LG","D",43.73185,-77.0176,"5","E","NDAP",0,0
"97","Early Summer",33,"stn33_20180618_N_LG","N",43.5959,-78.81518333,"2","W","BOSMINID",2992.571311,846.2559595
"98","Early Summer",33,"stn33_20180618_N_LG","N",43.5959,-78.81518333,"2","W","BYTH",1942.375806,35.59020391
"99","Early Summer",33,"stn33_20180618_N_LG","N",43.5959,-78.81518333,"2","W","CALANOID",245082.583368,44005.3098945
"100","Early Summer",33,"stn33_20180618_N_LG","N",43.5959,-78.81518333,"2","W","CERC",1391.067879,189.8144208
"101","Early Summer",33,"stn33_20180618_N_LG","N",43.5959,-78.81518333,"2","W","CYCLOPOID",258847.2107,125245.88199
"102","Early Summer",33,"stn33_20180618_N_LG","N",43.5959,-78.81518333,"2","W","DAPHNID",22619.24241,5077.535757
"103","Early Summer",33,"stn33_20180618_N_LG","N",43.5959,-78.81518333,"2","W","LIMNO",544561.749,12693.839393
"104","Early Summer",33,"stn33_20180618_N_LG","N",43.5959,-78.81518333,"2","W","NDAP",0,0
"105","Early Summer",33,"stn33_20180619_D_LG","D",43.59638333,-78.81388333,"2","W","BOSMINID",3657.539034,2938.327234
"106","Early Summer",33,"stn33_20180619_D_LG","D",43.59638333,-78.81388333,"2","W","BYTH",1357.710943,21.35412234
"107","Early Summer",33,"stn33_20180619_D_LG","D",43.59638333,-78.81388333,"2","W","CALANOID",256931.97902,74192.76267
"108","Early Summer",33,"stn33_20180619_D_LG","D",43.59638333,-78.81388333,"2","W","CERC",384.5689753,78.29844859
"109","Early Summer",33,"stn33_20180619_D_LG","D",43.59638333,-78.81388333,"2","W","CYCLOPOID",198749.66649,96230.21693
"110","Early Summer",33,"stn33_20180619_D_LG","D",43.59638333,-78.81388333,"2","W","DAPHNID",1680.144555,734.5818086
"111","Early Summer",33,"stn33_20180619_D_LG","D",43.59638333,-78.81388333,"2","W","LIMNO",128057.945,2203.745426
"112","Early Summer",33,"stn33_20180619_D_LG","D",43.59638333,-78.81388333,"2","W","NDAP",0,0
"113","Early Summer",34,"stn34_20180619_D_LG","D",43.46465,-78.752805,"2","W","BOSMINID",75015.52144,50761.28235
"114","Early Summer",34,"stn34_20180619_D_LG","D",43.46465,-78.752805,"2","W","BYTH",280.2501165,5.429014155
"115","Early Summer",34,"stn34_20180619_D_LG","D",43.46465,-78.752805,"2","W","CALANOID",166896.387777,52254.261249
"116","Early Summer",34,"stn34_20180619_D_LG","D",43.46465,-78.752805,"2","W","CERC",242.9729138,32.57408493
"117","Early Summer",34,"stn34_20180619_D_LG","D",43.46465,-78.752805,"2","W","CYCLOPOID",593048.317,247834.49614
"118","Early Summer",34,"stn34_20180619_D_LG","D",43.46465,-78.752805,"2","W","DAPHNID",11640.78155,1492.978893
"119","Early Summer",34,"stn34_20180619_D_LG","D",43.46465,-78.752805,"2","W","LIMNO",183583.0318,2985.957785
"120","Early Summer",34,"stn34_20180619_D_LG","D",43.46465,-78.752805,"2","W","NDAP",0,0
"121","Early Summer",69,"stn69_20180621_D_LG","D",43.59906833,-76.710005,"5","E","BOSMINID",2762.184498,1999.279704
"122","Early Summer",69,"stn69_20180621_D_LG","D",43.59906833,-76.710005,"5","E","BYTH",0,0
"123","Early Summer",69,"stn69_20180621_D_LG","D",43.59906833,-76.710005,"5","E","CALANOID",79690.33853,23991.356454
"124","Early Summer",69,"stn69_20180621_D_LG","D",43.59906833,-76.710005,"5","E","CERC",31.73411451,5.338530586
"125","Early Summer",69,"stn69_20180621_D_LG","D",43.59906833,-76.710005,"5","E","CYCLOPOID",877785.2041,391858.8221
"126","Early Summer",69,"stn69_20180621_D_LG","D",43.59906833,-76.710005,"5","E","DAPHNID",0,0
"127","Early Summer",69,"stn69_20180621_D_LG","D",43.59906833,-76.710005,"5","E","LIMNO",118444.0981,1999.279704
"128","Early Summer",69,"stn69_20180621_D_LG","D",43.59906833,-76.710005,"5","E","NDAP",0,0
"129","Early Summer",69,"stn69_20180621_N_LG","D",43.59906833,-76.710005,"5","E","BOSMINID",1984.65729,1408.851242
"130","Early Summer",69,"stn69_20180621_N_LG","D",43.59906833,-76.710005,"5","E","BYTH",708.162336,15.62496757
"131","Early Summer",69,"stn69_20180621_N_LG","D",43.59906833,-76.710005,"5","E","CALANOID",70177.391899,22541.619874
"132","Early Summer",69,"stn69_20180621_N_LG","D",43.59906833,-76.710005,"5","E","CERC",343.2177659,39.06241892
"133","Early Summer",69,"stn69_20180621_N_LG","D",43.59906833,-76.710005,"5","E","CYCLOPOID",533133.2381,315582.67827
"134","Early Summer",69,"stn69_20180621_N_LG","D",43.59906833,-76.710005,"5","E","DAPHNID",5540.34161,1408.851242
"135","Early Summer",69,"stn69_20180621_N_LG","D",43.59906833,-76.710005,"5","E","LIMNO",313646.32257,5635.404969
"136","Early Summer",69,"stn69_20180621_N_LG","D",43.59906833,-76.710005,"5","E","NDAP",5152.593013,1408.851242
"137","Early Summer",715,"stn715_20180620_N_LG","N",43.63643333,-76.96826667,"5","E","BOSMINID",32399.14138,25048.38551
"138","Early Summer",715,"stn715_20180620_N_LG","N",43.63643333,-76.96826667,"5","E","BYTH",0,0
"139","Early Summer",715,"stn715_20180620_N_LG","N",43.63643333,-76.96826667,"5","E","CALANOID",157656.009976,32671.807188
"140","Early Summer",715,"stn715_20180620_N_LG","N",43.63643333,-76.96826667,"5","E","CERC",961.4100643,219.6424012
"141","Early Summer",715,"stn715_20180620_N_LG","N",43.63643333,-76.96826667,"5","E","CYCLOPOID",332163.2075,192763.66239
"142","Early Summer",715,"stn715_20180620_N_LG","N",43.63643333,-76.96826667,"5","E","DAPHNID",11032.524347,4356.240958
"143","Early Summer",715,"stn715_20180620_N_LG","N",43.63643333,-76.96826667,"5","E","LIMNO",327379.32015,6534.361437
"144","Early Summer",715,"stn715_20180620_N_LG","N",43.63643333,-76.96826667,"5","E","NDAP",0,0
"145","Early Summer",715,"stn715_20180621_D_LG","D",43.63643333,-76.96826667,"5","E","BOSMINID",41528.1383,32340.45011
"146","Early Summer",715,"stn715_20180621_D_LG","D",43.63643333,-76.96826667,"5","E","BYTH",854.320288,16.56785354
"147","Early Summer",715,"stn715_20180621_D_LG","D",43.63643333,-76.96826667,"5","E","CALANOID",57772.31971,18191.503194
"148","Early Summer",715,"stn715_20180621_D_LG","D",43.63643333,-76.96826667,"5","E","CERC",2439.980028,358.9701601
"149","Early Summer",715,"stn715_20180621_D_LG","D",43.63643333,-76.96826667,"5","E","CYCLOPOID",1190764.441,410319.4608
"150","Early Summer",715,"stn715_20180621_D_LG","D",43.63643333,-76.96826667,"5","E","DAPHNID",20836.61432,6063.834397
"151","Early Summer",715,"stn715_20180621_D_LG","D",43.63643333,-76.96826667,"5","E","LIMNO",0,0
"152","Early Summer",715,"stn715_20180621_D_LG","D",43.63643333,-76.96826667,"5","E","NDAP",0,0
"153","Late Spring",33,"stn33_20180521_D_LG","D",43.59703333,-78.81426667,"2","W","BOSMINID",0,0
"154","Late Spring",33,"stn33_20180521_D_LG","D",43.59703333,-78.81426667,"2","W","BYTH",0,0
"155","Late Spring",33,"stn33_20180521_D_LG","D",43.59703333,-78.81426667,"2","W","CALANOID",51465.9886738,19705.0372284
"156","Late Spring",33,"stn33_20180521_D_LG","D",43.59703333,-78.81426667,"2","W","CERC",0,0
"157","Late Spring",33,"stn33_20180521_D_LG","D",43.59703333,-78.81426667,"2","W","CYCLOPOID",13126.372016,2003.9020906
"158","Late Spring",33,"stn33_20180521_D_LG","D",43.59703333,-78.81426667,"2","W","DAPHNID",0,0
"159","Late Spring",33,"stn33_20180521_D_LG","D",43.59703333,-78.81426667,"2","W","LIMNO",10855.76877,2226.557879
"160","Late Spring",33,"stn33_20180521_D_LG","D",43.59703333,-78.81426667,"2","W","NDAP",0,0
"161","Late Spring",33,"stn33_20180522_N_LG","N",43.60321667,-78.81972,"2","W","BOSMINID",0,0
"162","Late Spring",33,"stn33_20180522_N_LG","N",43.60321667,-78.81972,"2","W","BYTH",0,0
"163","Late Spring",33,"stn33_20180522_N_LG","N",43.60321667,-78.81972,"2","W","CALANOID",52857.59128,18629.630867
"164","Late Spring",33,"stn33_20180522_N_LG","N",43.60321667,-78.81972,"2","W","CERC",0,0
"165","Late Spring",33,"stn33_20180522_N_LG","N",43.60321667,-78.81972,"2","W","CYCLOPOID",45048.0460199,5758.2495426
"166","Late Spring",33,"stn33_20180522_N_LG","N",43.60321667,-78.81972,"2","W","DAPHNID",0,0
"167","Late Spring",33,"stn33_20180522_N_LG","N",43.60321667,-78.81972,"2","W","LIMNO",78174.74559,10669.69768
"168","Late Spring",33,"stn33_20180522_N_LG","N",43.60321667,-78.81972,"2","W","NDAP",0,0
"169","Late Spring",34,"stn34_20180521_D_LG","D",43.4622,-78.76003333,"2","W","BOSMINID",1467.643959,1375.884928
"170","Late Spring",34,"stn34_20180521_D_LG","D",43.4622,-78.76003333,"2","W","BYTH",0,0
"171","Late Spring",34,"stn34_20180521_D_LG","D",43.4622,-78.76003333,"2","W","CALANOID",81631.820198,35314.3798254
"172","Late Spring",34,"stn34_20180521_D_LG","D",43.4622,-78.76003333,"2","W","CERC",0,0
"173","Late Spring",34,"stn34_20180521_D_LG","D",43.4622,-78.76003333,"2","W","CYCLOPOID",788283.8574423,85763.4938584
"174","Late Spring",34,"stn34_20180521_D_LG","D",43.4622,-78.76003333,"2","W","DAPHNID",0,0
"175","Late Spring",34,"stn34_20180521_D_LG","D",43.4622,-78.76003333,"2","W","LIMNO",137294.0757,5962.1680224
"176","Late Spring",34,"stn34_20180521_D_LG","D",43.4622,-78.76003333,"2","W","NDAP",0,0
"177","Late Spring",34,"stn34_20180521_N_LG","N",43.460835,-78.75971667,"2","W","BOSMINID",0,0
"178","Late Spring",34,"stn34_20180521_N_LG","N",43.460835,-78.75971667,"2","W","BYTH",0,0
"179","Late Spring",34,"stn34_20180521_N_LG","N",43.460835,-78.75971667,"2","W","CALANOID",102269.527055,42166.579143
"180","Late Spring",34,"stn34_20180521_N_LG","N",43.460835,-78.75971667,"2","W","CERC",0,0
"181","Late Spring",34,"stn34_20180521_N_LG","N",43.460835,-78.75971667,"2","W","CYCLOPOID",637023.44155,98169.06707
"182","Late Spring",34,"stn34_20180521_N_LG","N",43.460835,-78.75971667,"2","W","DAPHNID",0,0
"183","Late Spring",34,"stn34_20180521_N_LG","N",43.460835,-78.75971667,"2","W","LIMNO",457927.7054,17130.17278
"184","Late Spring",34,"stn34_20180521_N_LG","N",43.460835,-78.75971667,"2","W","NDAP",0,0
"185","Late Spring",69,"stn69_20180523_D_LG","D",43.60028333,-76.70981667,"5","E","BOSMINID",735.5615003,167.7823898
"186","Late Spring",69,"stn69_20180523_D_LG","D",43.60028333,-76.70981667,"5","E","BYTH",0,0
"187","Late Spring",69,"stn69_20180523_D_LG","D",43.60028333,-76.70981667,"5","E","CALANOID",57996.559737,10905.8553402
"188","Late Spring",69,"stn69_20180523_D_LG","D",43.60028333,-76.70981667,"5","E","CERC",0,0
"189","Late Spring",69,"stn69_20180523_D_LG","D",43.60028333,-76.70981667,"5","E","CYCLOPOID",113254.936645,30536.394949
"190","Late Spring",69,"stn69_20180523_D_LG","D",43.60028333,-76.70981667,"5","E","DAPHNID",0,0
"191","Late Spring",69,"stn69_20180523_D_LG","D",43.60028333,-76.70981667,"5","E","LIMNO",46687.93391,2852.300627
"192","Late Spring",69,"stn69_20180523_D_LG","D",43.60028333,-76.70981667,"5","E","NDAP",0,0
"193","Late Spring",69,"stn69_20180523_N_LG","N",43.59818333,-76.710135,"5","E","BOSMINID",0,0
"194","Late Spring",69,"stn69_20180523_N_LG","N",43.59818333,-76.710135,"5","E","BYTH",0,0
"195","Late Spring",69,"stn69_20180523_N_LG","N",43.59818333,-76.710135,"5","E","CALANOID",100396.70576,12494.4332867
"196","Late Spring",69,"stn69_20180523_N_LG","N",43.59818333,-76.710135,"5","E","CERC",0,0
"197","Late Spring",69,"stn69_20180523_N_LG","N",43.59818333,-76.710135,"5","E","CYCLOPOID",251409.143654,44582.409681
"198","Late Spring",69,"stn69_20180523_N_LG","N",43.59818333,-76.710135,"5","E","DAPHNID",0,0
"199","Late Spring",69,"stn69_20180523_N_LG","N",43.59818333,-76.710135,"5","E","LIMNO",54619.31578,2555.6795359
"200","Late Spring",69,"stn69_20180523_N_LG","N",43.59818333,-76.710135,"5","E","NDAP",0,0
"201","Late Spring",715,"stn715_20180522_N_LG","N",43.63547,-76.97046667,"5","E","BOSMINID",0,0
"202","Late Spring",715,"stn715_20180522_N_LG","N",43.63547,-76.97046667,"5","E","BYTH",0,0
"203","Late Spring",715,"stn715_20180522_N_LG","N",43.63547,-76.97046667,"5","E","CALANOID",59745.163963,12106.1447435
"204","Late Spring",715,"stn715_20180522_N_LG","N",43.63547,-76.97046667,"5","E","CERC",0,0
"205","Late Spring",715,"stn715_20180522_N_LG","N",43.63547,-76.97046667,"5","E","CYCLOPOID",125066.674685,24392.97822
"206","Late Spring",715,"stn715_20180522_N_LG","N",43.63547,-76.97046667,"5","E","DAPHNID",128.9592883,180.6887275
"207","Late Spring",715,"stn715_20180522_N_LG","N",43.63547,-76.97046667,"5","E","LIMNO",109143.45474,5059.2843705
"208","Late Spring",715,"stn715_20180522_N_LG","N",43.63547,-76.97046667,"5","E","NDAP",0,0
"209","Late Spring",715,"stn715_20180523_D_LG","D",43.6358,-76.96956667,"5","E","BOSMINID",120.9175499,163.2962297
"210","Late Spring",715,"stn715_20180523_D_LG","D",43.6358,-76.96956667,"5","E","BYTH",0,0
"211","Late Spring",715,"stn715_20180523_D_LG","D",43.6358,-76.96956667,"5","E","CALANOID",14884.0899428,3429.22082334
"212","Late Spring",715,"stn715_20180523_D_LG","D",43.6358,-76.96956667,"5","E","CERC",0,0
"213","Late Spring",715,"stn715_20180523_D_LG","D",43.6358,-76.96956667,"5","E","CYCLOPOID",65616.047901,11349.087963
"214","Late Spring",715,"stn715_20180523_D_LG","D",43.6358,-76.96956667,"5","E","DAPHNID",0,0
"215","Late Spring",715,"stn715_20180523_D_LG","D",43.6358,-76.96956667,"5","E","LIMNO",14150.61604,2367.79533
"216","Late Spring",715,"stn715_20180523_D_LG","D",43.6358,-76.96956667,"5","E","NDAP",0,0
"217","Late Summer",12,"stn12_20180813_N_LG","N",43.503185,-79.35308333,"1","W","BOSMINID",218559.74373,115434.05677
"218","Late Summer",12,"stn12_20180813_N_LG","N",43.503185,-79.35308333,"1","W","BYTH",1185.109199,9.4929323
"219","Late Summer",12,"stn12_20180813_N_LG","N",43.503185,-79.35308333,"1","W","CALANOID",92815.065424,13655.3570922
"220","Late Summer",12,"stn12_20180813_N_LG","N",43.503185,-79.35308333,"1","W","CERC",23211.46906,4414.213519
"221","Late Summer",12,"stn12_20180813_N_LG","N",43.503185,-79.35308333,"1","W","CYCLOPOID",392290.8098,241803.97152
"222","Late Summer",12,"stn12_20180813_N_LG","N",43.503185,-79.35308333,"1","W","DAPHNID",655436.439281,92347.245419
"223","Late Summer",12,"stn12_20180813_N_LG","N",43.503185,-79.35308333,"1","W","LIMNO",0,0
"224","Late Summer",12,"stn12_20180813_N_LG","N",43.503185,-79.35308333,"1","W","NDAP",23944.19867,12961.0169
"225","Late Summer",25,"stn25_20180814_N_LG","N",43.51758667,-79.08051833,"GLISP","W","BOSMINID",152093.04464,100740.40393
"226","Late Summer",25,"stn25_20180814_N_LG","N",43.51758667,-79.08051833,"GLISP","W","BYTH",1218.028899,9.756624864
"227","Late Summer",25,"stn25_20180814_N_LG","N",43.51758667,-79.08051833,"GLISP","W","CALANOID",336100.64537,41747.2039927
"228","Late Summer",25,"stn25_20180814_N_LG","N",43.51758667,-79.08051833,"GLISP","W","CERC",39410.31044,8176.051636
"229","Late Summer",25,"stn25_20180814_N_LG","N",43.51758667,-79.08051833,"GLISP","W","CYCLOPOID",489539.7289,179001.54414
"230","Late Summer",25,"stn25_20180814_N_LG","N",43.51758667,-79.08051833,"GLISP","W","DAPHNID",546039.193101,149861.75791
"231","Late Summer",25,"stn25_20180814_N_LG","N",43.51758667,-79.08051833,"GLISP","W","LIMNO",0,0
