"","X1","EventID","CollectionDate","Season","DN","Lat","Long","Station","Strata","SAMPLENUM","SPECCODE","CountType","SUMGROUP","Density","Biomass","CollectionDateString","MONTH","Den.Liter","RotGENERA","Den.Liter_New","Bio.Liter_New","Zoop_GENERA"
"13",2891,"stn55_20180411_D_LG","4/11/2018","Early Spring","D",43.44381667,-77.44155,"stn55","wwc","18GO09I93","DIACOPE","MACRO","CALANOID",39.57520743,133.3324034,20180411,"Apr",0.395752074,NA,0.039575207,0.133332403,"Calanoids"
"14",2892,"stn55_20180411_D_LG","4/11/2018","Early Spring","D",43.44381667,-77.44155,"stn55","wwc","18GO09I93","DIYTHOM","MACRO","CYCLOPOID",1329.72697,6642.521007,20180411,"Apr",13.2972697,NA,1.32972697,6.642521007,"Cyclopoids"
"15",2893,"stn55_20180411_D_LG","4/11/2018","Early Spring","D",43.44381667,-77.44155,"stn55","wwc","18GO09I93","LEOMINU","MACRO","CALANOID",15.83008297,59.99917057,20180411,"Apr",0.15830083,NA,0.015830083,0.059999171,"Calanoids"
"16",2894,"stn55_20180411_D_LG","4/11/2018","Early Spring","D",43.44381667,-77.44155,"stn55","wwc","18GO09I93","LEOSICI","MACRO","CALANOID",11.87256223,123.8185781,20180411,"Apr",0.118725622,NA,0.011872562,0.123818578,"Calanoids"
"17",2895,"stn55_20180411_D_LG","4/11/2018","Early Spring","D",43.44381667,-77.44155,"stn55","wwc","18GO09I93","LIMMACR","MACRO","LIMNO",3.957520743,259.1104255,20180411,"Apr",0.039575207,NA,0.003957521,0.259110426,"Calanoids"
"18",2896,"stn55_20180411_D_LG","4/11/2018","Early Spring","D",43.44381667,-77.44155,"stn55","wwc","18GO09I93","SKIOREG","MACRO","CALANOID",35.61768669,358.0396711,20180411,"Apr",0.356176867,NA,0.035617687,0.358039671,"Calanoids"
"19",2898,"stn60_20180411_D_LG","4/11/2018","Early Spring","D",43.57765167,-77.195905,"stn60","wwc","18GO10I13","CYCCOPE","MACRO","CYCLOPOID",936.9703987,2304.157658,20180411,"Apr",9.369703987,NA,0.936970399,2.304157658,"Cyclopoids"
"20",2899,"stn60_20180411_D_LG","4/11/2018","Early Spring","D",43.57765167,-77.195905,"stn60","wwc","18GO10I13","DIACOPE","MACRO","CALANOID",32.82380378,105.2805203,20180411,"Apr",0.328238038,NA,0.032823804,0.10528052,"Calanoids"
"21",2900,"stn60_20180411_D_LG","4/11/2018","Early Spring","D",43.57765167,-77.195905,"stn60","wwc","18GO10I13","DIYTHOM","MACRO","CYCLOPOID",898.1786306,3161.47687,20180411,"Apr",8.981786306,NA,0.898178631,3.16147687,"Cyclopoids"
"22",2901,"stn60_20180411_D_LG","4/11/2018","Early Spring","D",43.57765167,-77.195905,"stn60","wwc","18GO10I13","LEOMINU","MACRO","CALANOID",8.951946485,58.42262671,20180411,"Apr",0.089519465,NA,0.008951946,0.058422627,"Calanoids"
"23",2902,"stn60_20180411_D_LG","4/11/2018","Early Spring","D",43.57765167,-77.195905,"stn60","wwc","18GO10I13","LEOSICI","MACRO","CALANOID",16.41190189,167.3639232,20180411,"Apr",0.164119019,NA,0.016411902,0.167363923,"Calanoids"
"24",2903,"stn60_20180411_D_LG","4/11/2018","Early Spring","D",43.57765167,-77.195905,"stn60","wwc","18GO10I13","SKIOREG","MACRO","CALANOID",26.85583945,285.8920994,20180411,"Apr",0.268558395,NA,0.026855839,0.285892099,"Calanoids"
"25",2897,"stn60_20180411_D_LG","4/11/2018","Early Spring","D",43.57765167,-77.195905,"stn60","wwc","18GO10I13","BOSLONG","MACRO","BOSMINID",5.967964323,8.389680605,20180411,"Apr",0.059679643,NA,0.005967964,0.008389681,"Cladocerans"
"26",2905,"stn63_20180410_D_LG","4/10/2018","Early Spring","D",43.73185,-77.0176,"stn63","wwc","18GO10I33","CYCCOPE","MACRO","CYCLOPOID",656.9304546,1533.546471,20180410,"Apr",6.569304546,NA,0.656930455,1.533546471,"Cyclopoids"
"27",2906,"stn63_20180410_D_LG","4/10/2018","Early Spring","D",43.73185,-77.0176,"stn63","wwc","18GO10I33","DIACOPE","MACRO","CALANOID",5.823851548,27.8400846,20180410,"Apr",0.058238515,NA,0.005823852,0.027840085,"Calanoids"
"28",2907,"stn63_20180410_D_LG","4/10/2018","Early Spring","D",43.73185,-77.0176,"stn63","wwc","18GO10I33","DIYTHOM","MACRO","CYCLOPOID",256.2494681,756.1936388,20180410,"Apr",2.562494681,NA,0.256249468,0.756193639,"Cyclopoids"
"29",2908,"stn63_20180410_D_LG","4/10/2018","Early Spring","D",43.73185,-77.0176,"stn63","wwc","18GO10I33","LEOASHL","MACRO","CALANOID",1.16477031,5.72654633,20180410,"Apr",0.011647703,NA,0.00116477,0.005726546,"Calanoids"
"30",2909,"stn63_20180410_D_LG","4/10/2018","Early Spring","D",43.73185,-77.0176,"stn63","wwc","18GO10I33","LEOMINU","MACRO","CALANOID",2.329540619,11.67067827,20180410,"Apr",0.023295406,NA,0.002329541,0.011670678,"Calanoids"
"31",2910,"stn63_20180410_D_LG","4/10/2018","Early Spring","D",43.73185,-77.0176,"stn63","wwc","18GO10I33","LEOSICI","MACRO","CALANOID",32.61356867,434.334643,20180410,"Apr",0.326135687,NA,0.032613569,0.434334643,"Calanoids"
"32",2911,"stn63_20180410_D_LG","4/10/2018","Early Spring","D",43.73185,-77.0176,"stn63","wwc","18GO10I33","LIMMACR","MACRO","LIMNO",36.69026475,1991.98828,20180410,"Apr",0.366902648,NA,0.036690265,1.99198828,"Calanoids"
"33",2912,"stn63_20180410_D_LG","4/10/2018","Early Spring","D",43.73185,-77.0176,"stn63","wwc","18GO10I33","SKIOREG","MACRO","CALANOID",40.76696084,391.3196915,20180410,"Apr",0.407669608,NA,0.040766961,0.391319691,"Calanoids"
"34",2904,"stn63_20180410_D_LG","4/10/2018","Early Spring","D",43.73185,-77.0176,"stn63","wwc","18GO10I33","BOSLONG","MACRO","BOSMINID",1.16477031,0.597771177,20180410,"Apr",0.011647703,NA,0.00116477,0.000598,"Cladocerans"
"35",2914,"stn12_20180409_D_LG","4/9/2018","Early Spring","D",43.50348333,-79.35378333,"stn12","wwc","18GO10I53","CYCCOPE","MACRO","CYCLOPOID",106.1032954,243.2897224,20180409,"Apr",1.061032954,NA,0.106103295,0.243289722,"Cyclopoids"
"36",2915,"stn12_20180409_D_LG","4/9/2018","Early Spring","D",43.50348333,-79.35378333,"stn12","wwc","18GO10I53","DAPGALEM","MACRO","DAPHNID",1.000974485,0.838102839,20180409,"Apr",0.010009745,NA,0.001000974,0.000838,"Cladocerans"
"37",2916,"stn12_20180409_D_LG","4/9/2018","Early Spring","D",43.50348333,-79.35378333,"stn12","wwc","18GO10I53","DAPSP","MACRO","DAPHNID",2.00194897,1.548862842,20180409,"Apr",0.02001949,NA,0.002001949,0.001548863,"Cladocerans"
"38",2917,"stn12_20180409_D_LG","4/9/2018","Early Spring","D",43.50348333,-79.35378333,"stn12","wwc","18GO10I53","DIACOPE","MACRO","CALANOID",123.1198616,180.525219,20180409,"Apr",1.231198616,NA,0.123119862,0.180525219,"Calanoids"
"39",2918,"stn12_20180409_D_LG","4/9/2018","Early Spring","D",43.50348333,-79.35378333,"stn12","wwc","18GO10I53","DIYTHOM","MACRO","CYCLOPOID",177.1724838,1124.349426,20180409,"Apr",1.771724838,NA,0.177172484,1.124349426,"Cyclopoids"
"40",2919,"stn12_20180409_D_LG","4/9/2018","Early Spring","D",43.50348333,-79.35378333,"stn12","wwc","18GO10I53","LEOMINU","MACRO","CALANOID",3.002923455,18.01874044,20180409,"Apr",0.030029235,NA,0.003002923,0.01801874,"Calanoids"
"41",2920,"stn12_20180409_D_LG","4/9/2018","Early Spring","D",43.50348333,-79.35378333,"stn12","wwc","18GO10I53","LEOSICI","MACRO","CALANOID",42.04092836,526.9269997,20180409,"Apr",0.420409284,NA,0.042040928,0.526927,"Calanoids"
"42",2921,"stn12_20180409_D_LG","4/9/2018","Early Spring","D",43.50348333,-79.35378333,"stn12","wwc","18GO10I53","LIMCOPE","MACRO","LIMNO",6.005846909,19.00460466,20180409,"Apr",0.060058469,NA,0.006005847,0.019004605,"Calanoids"
"43",2922,"stn12_20180409_D_LG","4/9/2018","Early Spring","D",43.50348333,-79.35378333,"stn12","wwc","18GO10I53","LIMMACR","MACRO","LIMNO",2.752679833,162.368053,20180409,"Apr",0.027526798,NA,0.00275268,0.162368053,"Calanoids"
"44",2923,"stn12_20180409_D_LG","4/9/2018","Early Spring","D",43.50348333,-79.35378333,"stn12","wwc","18GO10I53","SKIOREG","MACRO","CALANOID",9.509257606,102.6711666,20180409,"Apr",0.095092576,NA,0.009509258,0.102671167,"Calanoids"
"45",2913,"stn12_20180409_D_LG","4/9/2018","Early Spring","D",43.50348333,-79.35378333,"stn12","wwc","18GO10I53","BOSLONG","MACRO","BOSMINID",10.00974485,7.824725625,20180409,"Apr",0.100097448,NA,0.010009745,0.007824726,"Cladocerans"
"46",2925,"stn25_20180409_D_LG","4/9/2018","Early Spring","N",43.51655,-79.08008333,"stn25","wwc","18GO10I73","CYCCOPE","MACRO","CYCLOPOID",130.1747298,380.6956541,20180409,"Apr",1.301747298,NA,0.13017473,0.380695654,"Cyclopoids"
"47",2926,"stn25_20180409_D_LG","4/9/2018","Early Spring","N",43.51655,-79.08008333,"stn25","wwc","18GO10I73","DAPGALEM","MACRO","DAPHNID",0.512498936,0.347564158,20180409,"Apr",0.005124989,NA,0.000512,0.000348,"Cladocerans"
"48",2927,"stn25_20180409_D_LG","4/9/2018","Early Spring","N",43.51655,-79.08008333,"stn25","wwc","18GO10I73","DAPSP","MACRO","DAPHNID",0.512498936,0.361676341,20180409,"Apr",0.005124989,NA,0.000512,0.000362,"Cladocerans"
"49",2928,"stn25_20180409_D_LG","4/9/2018","Early Spring","N",43.51655,-79.08008333,"stn25","wwc","18GO10I73","DIACOPE","MACRO","CALANOID",61.49987235,130.8959174,20180409,"Apr",0.614998723,NA,0.061499872,0.130895917,"Calanoids"
"50",2929,"stn25_20180409_D_LG","4/9/2018","Early Spring","N",43.51655,-79.08008333,"stn25","wwc","18GO10I73","DIYTHOM","MACRO","CYCLOPOID",159.8996681,992.0176582,20180409,"Apr",1.598996681,NA,0.159899668,0.992017658,"Cyclopoids"
"51",2930,"stn25_20180409_D_LG","4/9/2018","Early Spring","N",43.51655,-79.08008333,"stn25","wwc","18GO10I73","LEOMINU","MACRO","CALANOID",5.124989362,27.43479583,20180409,"Apr",0.051249894,NA,0.005124989,0.027434796,"Calanoids"
"52",2931,"stn25_20180409_D_LG","4/9/2018","Early Spring","N",43.51655,-79.08008333,"stn25","wwc","18GO10I73","LEOSICI","MACRO","CALANOID",86.09982129,1091.901537,20180409,"Apr",0.860998213,NA,0.086099821,1.091901537,"Calanoids"
"53",2932,"stn25_20180409_D_LG","4/9/2018","Early Spring","N",43.51655,-79.08008333,"stn25","wwc","18GO10I73","LIMCOPE","MACRO","LIMNO",1.024997872,2.325582906,20180409,"Apr",0.010249979,NA,0.001024998,0.002325583,"Calanoids"
"54",2933,"stn25_20180409_D_LG","4/9/2018","Early Spring","N",43.51655,-79.08008333,"stn25","wwc","18GO10I73","LIMMACR","MACRO","LIMNO",26.13744575,1561.886601,20180409,"Apr",0.261374457,NA,0.026137446,1.561886601,"Calanoids"
"55",2945,"stn33_20180410_N_LG","4/10/2018","Early Spring","N",43.59451833,-78.8019,"stn33","wwc","18GO10I93","MYSRELI","MACRO","MYSID",3.086516613,509.3115094,20180410,"Apr",0.030865166,NA,0.003086517,0.509311509,"Mysis"
"56",2935,"stn25_20180409_D_LG","4/9/2018","Early Spring","N",43.51655,-79.08008333,"stn25","wwc","18GO10I73","SKIOREG","MACRO","CALANOID",5.124989362,58.38951254,20180409,"Apr",0.051249894,NA,0.005124989,0.058389513,"Calanoids"
"57",2924,"stn25_20180409_D_LG","4/9/2018","Early Spring","N",43.51655,-79.08008333,"stn25","wwc","18GO10I73","BOSLONG","MACRO","BOSMINID",5.124989362,3.633747221,20180409,"Apr",0.051249894,NA,0.005124989,0.003633747,"Cladocerans"
"58",2937,"stn33_20180410_N_LG","4/10/2018","Early Spring","N",43.59451833,-78.8019,"stn33","wwc","18GO10I93","CYCCOPE","MACRO","CYCLOPOID",114.1325254,336.7536053,20180410,"Apr",1.141325254,NA,0.114132525,0.336753605,"Cyclopoids"
"59",2938,"stn33_20180410_N_LG","4/10/2018","Early Spring","N",43.59451833,-78.8019,"stn33","wwc","18GO10I93","DAPSP","MACRO","DAPHNID",3.292284387,2.060063216,20180410,"Apr",0.032922844,NA,0.003292284,0.002060063,"Cladocerans"
"60",2939,"stn33_20180410_N_LG","4/10/2018","Early Spring","N",43.59451833,-78.8019,"stn33","wwc","18GO10I93","DIACOPE","MACRO","CALANOID",27.98441729,76.80324711,20180410,"Apr",0.279844173,NA,0.027984417,0.076803247,"Calanoids"
"61",2940,"stn33_20180410_N_LG","4/10/2018","Early Spring","N",43.59451833,-78.8019,"stn33","wwc","18GO10I93","DIYTHOM","MACRO","CYCLOPOID",246.921329,1912.497633,20180410,"Apr",2.46921329,NA,0.246921329,1.912497633,"Cyclopoids"
"62",2941,"stn33_20180410_N_LG","4/10/2018","Early Spring","N",43.59451833,-78.8019,"stn33","wwc","18GO10I93","HARSP","MACRO","OTHER",0.548714065,1.423245465,20180410,"Apr",0.005487141,NA,0.000549,0.001423245,"Other"
"63",2942,"stn33_20180410_N_LG","4/10/2018","Early Spring","N",43.59451833,-78.8019,"stn33","wwc","18GO10I93","LEOMINU","MACRO","CALANOID",6.03585471,33.40807658,20180410,"Apr",0.060358547,NA,0.006035855,0.033408077,"Calanoids"
"64",2943,"stn33_20180410_N_LG","4/10/2018","Early Spring","N",43.59451833,-78.8019,"stn33","wwc","18GO10I93","LEOSICI","MACRO","CALANOID",109.7428129,1455.08301,20180410,"Apr",1.097428129,NA,0.109742813,1.45508301,"Calanoids"
"65",2944,"stn33_20180410_N_LG","4/10/2018","Early Spring","N",43.59451833,-78.8019,"stn33","wwc","18GO10I93","LIMMACR","MACRO","LIMNO",29.08184542,1663.889831,20180410,"Apr",0.290818454,NA,0.029081845,1.663889831,"Calanoids"
"66",2887,"stn49_20180410_D_LG","4/10/2018","Early Spring","D",43.77221667,-77.43795,"stn49","wwc","18GO09I73","MYSRELI","MACRO","MYSID",0.144937482,19.00900103,20180410,"Apr",0.001449375,NA,0.000145,0.019009001,"Mysis"
"67",2946,"stn33_20180410_N_LG","4/10/2018","Early Spring","N",43.59451833,-78.8019,"stn33","wwc","18GO10I93","SKIOREG","MACRO","CALANOID",19.75370632,214.409007,20180410,"Apr",0.197537063,NA,0.019753706,0.214409007,"Calanoids"
"68",2936,"stn33_20180410_N_LG","4/10/2018","Early Spring","N",43.59451833,-78.8019,"stn33","wwc","18GO10I93","BOSLONG","MACRO","BOSMINID",3.840998452,2.668138717,20180410,"Apr",0.038409985,NA,0.003840998,0.002668139,"Cladocerans"
"69",2948,"stn41_20180410_D_LG","4/10/2018","Early Spring","D",43.717,-78.02658333,"stn41","wwc","18GO11I13","CYCCOPE","MACRO","CYCLOPOID",231.8911537,781.6811748,20180410,"Apr",2.318911537,NA,0.231891154,0.781681175,"Cyclopoids"
"70",2949,"stn41_20180410_D_LG","4/10/2018","Early Spring","D",43.717,-78.02658333,"stn41","wwc","18GO11I13","DAPGALEM","MACRO","DAPHNID",0.974332578,0.90922915,20180410,"Apr",0.009743326,NA,0.000974,0.000909,"Cladocerans"
"71",2950,"stn41_20180410_D_LG","4/10/2018","Early Spring","D",43.717,-78.02658333,"stn41","wwc","18GO11I13","DAPSP","MACRO","DAPHNID",2.922997735,2.418476504,20180410,"Apr",0.029229977,NA,0.002922998,0.002418477,"Cladocerans"
"72",2951,"stn41_20180410_D_LG","4/10/2018","Early Spring","D",43.717,-78.02658333,"stn41","wwc","18GO11I13","DIACOPE","MACRO","CALANOID",35.07597282,112.3664149,20180410,"Apr",0.350759728,NA,0.035075973,0.112366415,"Calanoids"
"73",2952,"stn41_20180410_D_LG","4/10/2018","Early Spring","D",43.717,-78.02658333,"stn41","wwc","18GO11I13","DIYTHOM","MACRO","CYCLOPOID",403.3736875,2552.730529,20180410,"Apr",4.033736875,NA,0.403373688,2.552730529,"Cyclopoids"
"74",2953,"stn41_20180410_D_LG","4/10/2018","Early Spring","D",43.717,-78.02658333,"stn41","wwc","18GO11I13","LEOMINU","MACRO","CALANOID",8.768993206,47.57106332,20180410,"Apr",0.087689932,NA,0.008768993,0.047571063,"Calanoids"
"75",2954,"stn41_20180410_D_LG","4/10/2018","Early Spring","D",43.717,-78.02658333,"stn41","wwc","18GO11I13","LEOSICI","MACRO","CALANOID",206.5585066,2704.306423,20180410,"Apr",2.065585066,NA,0.206558507,2.704306423,"Calanoids"
"76",2955,"stn41_20180410_D_LG","4/10/2018","Early Spring","D",43.717,-78.02658333,"stn41","wwc","18GO11I13","LIMMACR","MACRO","LIMNO",10.23049207,665.7052327,20180410,"Apr",0.102304921,NA,0.010230492,0.665705233,"Calanoids"
"77",2956,"stn41_20180410_D_LG","4/10/2018","Early Spring","D",43.717,-78.02658333,"stn41","wwc","18GO11I13","SKIOREG","MACRO","CALANOID",44.81929861,471.5879928,20180410,"Apr",0.448192986,NA,0.044819299,0.471587993,"Calanoids"
"78",2957,"stn41_20180410_D_LG","4/10/2018","Early Spring","D",43.717,-78.02658333,"stn41","wwc","18GO11I13","TROPRASM","MACRO","CYCLOPOID",0.974332578,0.557825417,20180410,"Apr",0.009743326,NA,0.000974,0.000558,"Cyclopoids"
"79",2947,"stn41_20180410_D_LG","4/10/2018","Early Spring","D",43.717,-78.02658333,"stn41","wwc","18GO11I13","BOSLONG","MACRO","BOSMINID",1.948665157,4.499765551,20180410,"Apr",0.019486652,NA,0.001948665,0.004499766,"Cladocerans"
"80",1574,"stn33_20180801_N_LEII","8/1/2018","Summer","N",43.59716667,-78.81533333,"stn33","wwc","8164-wz","MYSRELI","MACRO","MYSID",4.176225707,3726.997934,20180801,"Aug",0.041762257,NA,0.004176226,3.726997934,"Mysis"
"81",220,"stn34_20180521_N_LG","5/21/2018","Late Spring","N",43.460835,-78.75971667,"stn34","wwc","8010-wz","MYSRELI","MACRO","MYSID",2.568306011,575.404347,20180521,"May",0.02568306,NA,0.002568306,0.575404347,"Mysis"
"82",32,"stn27_20180521_D_LG","5/21/2018","Late Spring","D",43.68651833,-78.82731167,"stn27","wwc","8002-wz","MYSRELI","MACRO","MYSID",0.055118595,5.984661957,20180521,"May",0.000551,NA,5.51e-05,0.005984662,"Mysis"
"83",1560,"stn33_20180801_N_LEII","8/1/2018","Summer","N",43.59716667,-78.81533333,"stn33","wwc","8164-wz","BYTLONG","MACRO","BYTH",1.98625369,251.7319493,20180801,"Aug",0.019862537,NA,0.001986254,0.251731949,"Cladocerans"
"84",1559,"stn33_20180801_N_LEII","8/1/2018","Summer","N",43.59716667,-78.81533333,"stn33","wwc","8164-wz","BOSLONG","MACRO","BOSMINID",24.61596453,35.20430048,20180801,"Aug",0.246159645,NA,0.024615965,0.0352043,"Cladocerans"
"85",1561,"stn33_20180801_N_LEII","8/1/2018","Summer","N",43.59716667,-78.81533333,"stn33","wwc","8164-wz","CECPENG","MACRO","CERC",2.342760762,12.99499481,20180801,"Aug",0.023427608,NA,0.002342761,0.012994995,"Cladocerans"
"86",1562,"stn33_20180801_N_LEII","8/1/2018","Summer","N",43.59716667,-78.81533333,"stn33","wwc","8164-wz","CYCCOPE","MACRO","CYCLOPOID",172.3117517,227.7847124,20180801,"Aug",1.723117517,NA,0.172311752,0.227784712,"Cyclopoids"
"87",1563,"stn33_20180801_N_LEII","8/1/2018","Summer","N",43.59716667,-78.81533333,"stn33","wwc","8164-wz","DAPGALEM","MACRO","DAPHNID",9.846385813,164.2987054,20180801,"Aug",0.098463858,NA,0.009846386,0.164298705,"Cladocerans"
"88",1564,"stn33_20180801_N_LEII","8/1/2018","Summer","N",43.59716667,-78.81533333,"stn33","wwc","8164-wz","DAPSP","MACRO","DAPHNID",19.69277163,13.72586182,20180801,"Aug",0.196927716,NA,0.019692772,0.013725862,"Cladocerans"
"89",1565,"stn33_20180801_N_LEII","8/1/2018","Summer","N",43.59716667,-78.81533333,"stn33","wwc","8164-wz","DIACOPE","MACRO","CALANOID",260.929224,1760.706164,20180801,"Aug",2.60929224,NA,0.260929224,1.760706164,"Calanoids"
"90",1566,"stn33_20180801_N_LEII","8/1/2018","Summer","N",43.59716667,-78.81533333,"stn33","wwc","8164-wz","DIYTHOM","MACRO","CYCLOPOID",172.3117517,1218.408411,20180801,"Aug",1.723117517,NA,0.172311752,1.218408411,"Cyclopoids"
"91",1567,"stn33_20180801_N_LEII","8/1/2018","Summer","N",43.59716667,-78.81533333,"stn33","wwc","8164-wz","EPICOPE","MACRO","CALANOID",19.69277163,184.5747341,20180801,"Aug",0.196927716,NA,0.019692772,0.184574734,"Calanoids"
"92",1568,"stn33_20180801_N_LEII","8/1/2018","Summer","N",43.59716667,-78.81533333,"stn33","wwc","8164-wz","EPILACU","MACRO","CALANOID",14.76957872,205.7930998,20180801,"Aug",0.147695787,NA,0.014769579,0.2057931,"Calanoids"
"93",1569,"stn33_20180801_N_LEII","8/1/2018","Summer","N",43.59716667,-78.81533333,"stn33","wwc","8164-wz","EUBCORE","MACRO","BOSMINID",9.846385813,28.29249668,20180801,"Aug",0.098463858,NA,0.009846386,0.028292497,"Cladocerans"
"94",1570,"stn33_20180801_N_LEII","8/1/2018","Summer","N",43.59716667,-78.81533333,"stn33","wwc","8164-wz","LEOMINU","MACRO","CALANOID",4.923192906,18.53558736,20180801,"Aug",0.049231929,NA,0.004923193,0.018535587,"Calanoids"
"95",1571,"stn33_20180801_N_LEII","8/1/2018","Summer","N",43.59716667,-78.81533333,"stn33","wwc","8164-wz","LEOSICI","MACRO","CALANOID",44.30873616,483.7334542,20180801,"Aug",0.443087362,NA,0.044308736,0.483733454,"Calanoids"
"96",1572,"stn33_20180801_N_LEII","8/1/2018","Summer","N",43.59716667,-78.81533333,"stn33","wwc","8164-wz","LETKIND","MACRO","NDAP",9.846385813,42.7541949,20180801,"Aug",0.098463858,NA,0.009846386,0.042754195,"Cladocerans"
"97",1573,"stn33_20180801_N_LEII","8/1/2018","Summer","N",43.59716667,-78.81533333,"stn33","wwc","8164-wz","LIMMACR","MACRO","LIMNO",379.0858538,20900.10511,20180801,"Aug",3.790858538,NA,0.379085854,20.90010511,"Calanoids"
"98",2653,"stn84_20180801_D_Limnos","8/1/2018","Summer","D",43.885833,-76.732778,"stn84","wwc","DFO388-wz","MYSRELI","MACRO","MYSID",0.144801622,14.83890958,20180801,"Aug",0.001448016,NA,0.000145,0.01483891,"Mysis"
"99",1575,"stn33_20180801_N_LEII","8/1/2018","Summer","N",43.59716667,-78.81533333,"stn33","wwc","8164-wz","SKIOREG","MACRO","CALANOID",4.923192906,53.23005131,20180801,"Aug",0.049231929,NA,0.004923193,0.053230051,"Calanoids"
"100",2552,"stn65_20180801_D_Limnos","8/1/2018","Summer","D",43.423333,-76.883333,"stn65","wwc","DFO369-wz","BYTLONG","MACRO","BYTH",0.613897095,97.2468479,20180801,"Aug",0.006138971,NA,0.000614,0.097246848,"Cladocerans"
"101",2551,"stn65_20180801_D_Limnos","8/1/2018","Summer","D",43.423333,-76.883333,"stn65","wwc","DFO369-wz","BOSLONG","MACRO","BOSMINID",234.5854276,398.2605048,20180801,"Aug",2.345854276,NA,0.234585428,0.398260505,"Cladocerans"
"102",2553,"stn65_20180801_D_Limnos","8/1/2018","Summer","D",43.423333,-76.883333,"stn65","wwc","DFO369-wz","CECPENG","MACRO","CERC",22.17703257,152.6842624,20180801,"Aug",0.221770326,NA,0.022177033,0.152684262,"Cladocerans"
"103",2554,"stn65_20180801_D_Limnos","8/1/2018","Summer","D",43.423333,-76.883333,"stn65","wwc","DFO369-wz","CYCCOPE","MACRO","CYCLOPOID",1120.797043,1191.614315,20180801,"Aug",11.20797043,NA,1.120797043,1.191614315,"Cyclopoids"
"104",2555,"stn65_20180801_D_Limnos","8/1/2018","Summer","D",43.423333,-76.883333,"stn65","wwc","DFO369-wz","DAPGALEM","MACRO","DAPHNID",247.6179514,2120.301037,20180801,"Aug",2.476179514,NA,0.247617951,2.120301037,"Cladocerans"
