"","Season","Station","EventID","DN","Lat","Long","SUMGROUP","Zoop_Bio_Sum","Zoop_Den_Sum"
"31","Early Fall","stn33","stn33_20180925_N_LG","N",43.5964,-78.8144,"BOSMINID",0.748127596,0.474978878
"32","Early Fall","stn33","stn33_20180925_N_LG","N",43.5964,-78.8144,"BYTH",0.060086277,0.000486
"33","Early Fall","stn33","stn33_20180925_N_LG","N",43.5964,-78.8144,"CALANOID",0.973236092,0.262754272
"34","Early Fall","stn33","stn33_20180925_N_LG","N",43.5964,-78.8144,"CERC",0.056462877,0.00756594
"35","Early Fall","stn33","stn33_20180925_N_LG","N",43.5964,-78.8144,"CYCLOPOID",0.873714614,0.444661077
"36","Early Fall","stn33","stn33_20180925_N_LG","N",43.5964,-78.8144,"DAPHNID",2.834622526,0.697309416
"37","Early Fall","stn33","stn33_20180925_N_LG","N",43.5964,-78.8144,"LIMNO",7.537764234,0.131377136
"38","Early Fall","stn33","stn33_20180925_N_LG","N",43.5964,-78.8144,"MYSID",1.514741612,0.000919
"39","Early Fall","stn33","stn33_20180925_N_LG","N",43.5964,-78.8144,"NDAP",0.075893417,0.040423734
"40","Early Fall","stn33","stn33_20180925_N_LG","N",43.5964,-78.8144,"OTHER",0,0
"41","Early Fall","stn34","stn34_20180926_N_LG","N",43.4611,-78.7594,"BOSMINID",1.737898661,0.950322766
"42","Early Fall","stn34","stn34_20180926_N_LG","N",43.4611,-78.7594,"BYTH",0.010960603,4.19e-05
"43","Early Fall","stn34","stn34_20180926_N_LG","N",43.4611,-78.7594,"CALANOID",5.164849266,1.0151175
"44","Early Fall","stn34","stn34_20180926_N_LG","N",43.4611,-78.7594,"CERC",0.576519849,0.077100711
"45","Early Fall","stn34","stn34_20180926_N_LG","N",43.4611,-78.7594,"CYCLOPOID",2.839721882,1.727859574
"46","Early Fall","stn34","stn34_20180926_N_LG","N",43.4611,-78.7594,"DAPHNID",7.827387257,1.555073616
"47","Early Fall","stn34","stn34_20180926_N_LG","N",43.4611,-78.7594,"LIMNO",21.7897422,0.367170159
"48","Early Fall","stn34","stn34_20180926_N_LG","N",43.4611,-78.7594,"MYSID",3.123185193,0.001757997
"49","Early Fall","stn34","stn34_20180926_N_LG","N",43.4611,-78.7594,"NDAP",0.262585255,0.129589468
"50","Early Fall","stn34","stn34_20180926_N_LG","N",43.4611,-78.7594,"OTHER",0,0
"51","Early Fall","stn38","stn38_20180927_D_LG","D",43.3833,-77.9894,"BOSMINID",2.505258306,1.460509417
"52","Early Fall","stn38","stn38_20180927_D_LG","D",43.3833,-77.9894,"BYTH",0.606234064,0.00273815
"53","Early Fall","stn38","stn38_20180927_D_LG","D",43.3833,-77.9894,"CALANOID",5.862994988,0.907500997
"54","Early Fall","stn38","stn38_20180927_D_LG","D",43.3833,-77.9894,"CERC",0.324028459,0.126737208
"55","Early Fall","stn38","stn38_20180927_D_LG","D",43.3833,-77.9894,"CYCLOPOID",0.007973776,0.028359406
"56","Early Fall","stn38","stn38_20180927_D_LG","D",43.3833,-77.9894,"DAPHNID",2.292594135,0.765703965
"57","Early Fall","stn38","stn38_20180927_D_LG","D",43.3833,-77.9894,"LIMNO",0,0
"58","Early Fall","stn38","stn38_20180927_D_LG","D",43.3833,-77.9894,"MYSID",0,0
"59","Early Fall","stn38","stn38_20180927_D_LG","D",43.3833,-77.9894,"NDAP",0.506618416,0.297773764
"60","Early Fall","stn38","stn38_20180927_D_LG","D",43.3833,-77.9894,"OTHER",0,0
"61","Early Fall","stn39","stn39_20180927_D_LG","D",43.4861,-78.0003,"BOSMINID",1.051266506,0.391874919
"62","Early Fall","stn39","stn39_20180927_D_LG","D",43.4861,-78.0003,"BYTH",0,0
"63","Early Fall","stn39","stn39_20180927_D_LG","D",43.4861,-78.0003,"CALANOID",2.907249618,0.542596043
"64","Early Fall","stn39","stn39_20180927_D_LG","D",43.4861,-78.0003,"CERC",0.144597597,0.024599103
"65","Early Fall","stn39","stn39_20180927_D_LG","D",43.4861,-78.0003,"CYCLOPOID",5.740039431,3.737883848
"66","Early Fall","stn39","stn39_20180927_D_LG","D",43.4861,-78.0003,"DAPHNID",10.625126785,1.597643903
"67","Early Fall","stn39","stn39_20180927_D_LG","D",43.4861,-78.0003,"LIMNO",30.763722048,0.512451818
"68","Early Fall","stn39","stn39_20180927_D_LG","D",43.4861,-78.0003,"MYSID",0,0
"69","Early Fall","stn39","stn39_20180927_D_LG","D",43.4861,-78.0003,"NDAP",0.224443659,0.211009573
"70","Early Fall","stn39","stn39_20180927_D_LG","D",43.4861,-78.0003,"OTHER",0,0
"71","Early Fall","stn40","stn40_20180927_D_LG","D",43.5903,-78.0117,"BOSMINID",0.298349457,0.20453453
"72","Early Fall","stn40","stn40_20180927_D_LG","D",43.5903,-78.0117,"BYTH",0.085203634,0.000581
"73","Early Fall","stn40","stn40_20180927_D_LG","D",43.5903,-78.0117,"CALANOID",1.389280526,0.276121615
"74","Early Fall","stn40","stn40_20180927_D_LG","D",43.5903,-78.0117,"CERC",0.03820448,0.005226277
"75","Early Fall","stn40","stn40_20180927_D_LG","D",43.5903,-78.0117,"CYCLOPOID",1.225023951,0.807911392
"76","Early Fall","stn40","stn40_20180927_D_LG","D",43.5903,-78.0117,"DAPHNID",4.108351462,0.848818298
"77","Early Fall","stn40","stn40_20180927_D_LG","D",43.5903,-78.0117,"LIMNO",8.154604864,0.122720718
"78","Early Fall","stn40","stn40_20180927_D_LG","D",43.5903,-78.0117,"MYSID",0,0
"79","Early Fall","stn40","stn40_20180927_D_LG","D",43.5903,-78.0117,"NDAP",0.030478778,0.010226726
"80","Early Fall","stn40","stn40_20180927_D_LG","D",43.5903,-78.0117,"OTHER",0,0
"81","Early Fall","stn41","stn41_20180927_D_LG","D",43.7167,-78.0269,"BOSMINID",0.112468505,0.058465008
"82","Early Fall","stn41","stn41_20180927_D_LG","D",43.7167,-78.0269,"BYTH",0.595604466,0.003855468
"83","Early Fall","stn41","stn41_20180927_D_LG","D",43.7167,-78.0269,"CALANOID",4.338018961,1.169300155
"84","Early Fall","stn41","stn41_20180927_D_LG","D",43.7167,-78.0269,"CERC",0.003099266,0.00046
"85","Early Fall","stn41","stn41_20180927_D_LG","D",43.7167,-78.0269,"CYCLOPOID",4.257896972,1.841647744
"86","Early Fall","stn41","stn41_20180927_D_LG","D",43.7167,-78.0269,"DAPHNID",27.57422782,3.157110418
"87","Early Fall","stn41","stn41_20180927_D_LG","D",43.7167,-78.0269,"LIMNO",0,0
"88","Early Fall","stn41","stn41_20180927_D_LG","D",43.7167,-78.0269,"MYSID",0,0
"89","Early Fall","stn41","stn41_20180927_D_LG","D",43.7167,-78.0269,"NDAP",0,0
"90","Early Fall","stn41","stn41_20180927_D_LG","D",43.7167,-78.0269,"OTHER",0,0
"91","Early Fall","stn55","stn55_20180927_N_LG","N",43.4439,-77.4389,"BOSMINID",0.536685939,0.294640882
"92","Early Fall","stn55","stn55_20180927_N_LG","N",43.4439,-77.4389,"BYTH",0.19038405,0.001379068
"93","Early Fall","stn55","stn55_20180927_N_LG","N",43.4439,-77.4389,"CALANOID",3.92003702,0.610327541
"94","Early Fall","stn55","stn55_20180927_N_LG","N",43.4439,-77.4389,"CERC",0.181817214,0.018887236
"95","Early Fall","stn55","stn55_20180927_N_LG","N",43.4439,-77.4389,"CYCLOPOID",2.292680964,1.241700859
"96","Early Fall","stn55","stn55_20180927_N_LG","N",43.4439,-77.4389,"DAPHNID",10.1522808,1.873074177
"97","Early Fall","stn55","stn55_20180927_N_LG","N",43.4439,-77.4389,"LIMNO",8.352060237,0.147320441
"98","Early Fall","stn55","stn55_20180927_N_LG","N",43.4439,-77.4389,"MYSID",1.313127173,0.001498987
"99","Early Fall","stn55","stn55_20180927_N_LG","N",43.4439,-77.4389,"NDAP",0.13334234,0.105228886
"100","Early Fall","stn55","stn55_20180927_N_LG","N",43.4439,-77.4389,"OTHER",0,0
"101","Early Fall","stn69","stn69_20180924_D_LG","D",43.6053,-76.7147,"BOSMINID",0.683447053,0.347335845
"102","Early Fall","stn69","stn69_20180924_D_LG","D",43.6053,-76.7147,"BYTH",0.25288784,0.002098199
"103","Early Fall","stn69","stn69_20180924_D_LG","D",43.6053,-76.7147,"CALANOID",2.430375523,0.347335846
"104","Early Fall","stn69","stn69_20180924_D_LG","D",43.6053,-76.7147,"CERC",0.03033126,0.004909785
"105","Early Fall","stn69","stn69_20180924_D_LG","D",43.6053,-76.7147,"CYCLOPOID",2.18352089,1.557409112
"106","Early Fall","stn69","stn69_20180924_D_LG","D",43.6053,-76.7147,"DAPHNID",5.196501032,0.784306747
"107","Early Fall","stn69","stn69_20180924_D_LG","D",43.6053,-76.7147,"LIMNO",1.415348156,0.022408764
"108","Early Fall","stn69","stn69_20180924_D_LG","D",43.6053,-76.7147,"MYSID",0,0
"109","Early Fall","stn69","stn69_20180924_D_LG","D",43.6053,-76.7147,"NDAP",0.408005307,0.100839439
"110","Early Fall","stn69","stn69_20180924_D_LG","D",43.6053,-76.7147,"OTHER",0,0
"111","Early Fall","stn70","stn70_20180924_D_LG","N",43.5415,-76.617667,"BOSMINID",1.622275554,0.888204262
"112","Early Fall","stn70","stn70_20180924_D_LG","N",43.5415,-76.617667,"BYTH",0.039283826,0.000353
"113","Early Fall","stn70","stn70_20180924_D_LG","N",43.5415,-76.617667,"CALANOID",3.086502536,0.451629286
"114","Early Fall","stn70","stn70_20180924_D_LG","N",43.5415,-76.617667,"CERC",0.108189613,0.019141319
"115","Early Fall","stn70","stn70_20180924_D_LG","N",43.5415,-76.617667,"CYCLOPOID",2.357699987,1.369942166
"116","Early Fall","stn70","stn70_20180924_D_LG","N",43.5415,-76.617667,"DAPHNID",4.546045923,0.707552547
"117","Early Fall","stn70","stn70_20180924_D_LG","N",43.5415,-76.617667,"LIMNO",14.76694888,0.240868952
"118","Early Fall","stn70","stn70_20180924_D_LG","N",43.5415,-76.617667,"MYSID",2.174529293,0.001631864
"119","Early Fall","stn70","stn70_20180924_D_LG","N",43.5415,-76.617667,"NDAP",0.528023499,0.210760333
"120","Early Fall","stn70","stn70_20180924_D_LG","N",43.5415,-76.617667,"OTHER",0,0
"121","Early Fall","stn715","stn715_20180924_D_LG","D",43.6356,-76.9694,"BOSMINID",1.857861013,0.988495195
"122","Early Fall","stn715","stn715_20180924_D_LG","D",43.6356,-76.9694,"BYTH",0.030864484,0.000232
"123","Early Fall","stn715","stn715_20180924_D_LG","D",43.6356,-76.9694,"CALANOID",3.07073015,0.554521696
"124","Early Fall","stn715","stn715_20180924_D_LG","D",43.6356,-76.9694,"CERC",0.004574425,0.000418
"125","Early Fall","stn715","stn715_20180924_D_LG","D",43.6356,-76.9694,"CYCLOPOID",4.430649231,1.976990391
"126","Early Fall","stn715","stn715_20180924_D_LG","D",43.6356,-76.9694,"DAPHNID",14.24014265,2.145757863
"127","Early Fall","stn715","stn715_20180924_D_LG","D",43.6356,-76.9694,"LIMNO",4.303191256,0.072328917
"128","Early Fall","stn715","stn715_20180924_D_LG","D",43.6356,-76.9694,"MYSID",0,0
"129","Early Fall","stn715","stn715_20180924_D_LG","D",43.6356,-76.9694,"NDAP",0,0
"130","Early Fall","stn715","stn715_20180924_D_LG","D",43.6356,-76.9694,"OTHER",0,0
"131","Early Fall","stn9","stn9_20180905_D_Cisco","D",43.586667,-79.395,"BOSMINID",0.423951864,0.222664861
"132","Early Fall","stn9","stn9_20180905_D_Cisco","D",43.586667,-79.395,"BYTH",0,0
"133","Early Fall","stn9","stn9_20180905_D_Cisco","D",43.586667,-79.395,"CALANOID",2.620486054,0.389663506
"134","Early Fall","stn9","stn9_20180905_D_Cisco","D",43.586667,-79.395,"CERC",0.149723629,0.033144769
"135","Early Fall","stn9","stn9_20180905_D_Cisco","D",43.586667,-79.395,"CYCLOPOID",1.865601385,1.043741535
"136","Early Fall","stn9","stn9_20180905_D_Cisco","D",43.586667,-79.395,"DAPHNID",4.49101627,1.043741534
"137","Early Fall","stn9","stn9_20180905_D_Cisco","D",43.586667,-79.395,"LIMNO",6.896621863,0.11133243
"138","Early Fall","stn9","stn9_20180905_D_Cisco","D",43.586667,-79.395,"MYSID",0,0
"139","Early Fall","stn9","stn9_20180905_D_Cisco","D",43.586667,-79.395,"NDAP",1.001587035,0.153082092
"140","Early Fall","stn9","stn9_20180905_D_Cisco","D",43.586667,-79.395,"OTHER",0,0
"141","Early Spring","stn12","stn12_20180409_D_LG","D",43.50348333,-79.35378333,"BOSMINID",0.007824726,0.010009745
"142","Early Spring","stn12","stn12_20180409_D_LG","D",43.50348333,-79.35378333,"BYTH",0,0
"143","Early Spring","stn12","stn12_20180409_D_LG","D",43.50348333,-79.35378333,"CALANOID",0.828142126,0.177672971
"144","Early Spring","stn12","stn12_20180409_D_LG","D",43.50348333,-79.35378333,"CERC",0,0
"145","Early Spring","stn12","stn12_20180409_D_LG","D",43.50348333,-79.35378333,"CYCLOPOID",1.367639148,0.283275779
"146","Early Spring","stn12","stn12_20180409_D_LG","D",43.50348333,-79.35378333,"DAPHNID",0.002386863,0.003002923
"147","Early Spring","stn12","stn12_20180409_D_LG","D",43.50348333,-79.35378333,"LIMNO",0.181372658,0.008758527
"148","Early Spring","stn12","stn12_20180409_D_LG","D",43.50348333,-79.35378333,"MYSID",0,0
"149","Early Spring","stn12","stn12_20180409_D_LG","D",43.50348333,-79.35378333,"NDAP",0,0
"150","Early Spring","stn12","stn12_20180409_D_LG","D",43.50348333,-79.35378333,"OTHER",0,0
"151","Early Spring","stn25","stn25_20180409_D_LG","N",43.51655,-79.08008333,"BOSMINID",0.003633747,0.005124989
"152","Early Spring","stn25","stn25_20180409_D_LG","N",43.51655,-79.08008333,"BYTH",0,0
"153","Early Spring","stn25","stn25_20180409_D_LG","N",43.51655,-79.08008333,"CALANOID",1.308621763,0.157849671
"154","Early Spring","stn25","stn25_20180409_D_LG","N",43.51655,-79.08008333,"CERC",0,0
"155","Early Spring","stn25","stn25_20180409_D_LG","N",43.51655,-79.08008333,"CYCLOPOID",1.372713312,0.290074398
"156","Early Spring","stn25","stn25_20180409_D_LG","N",43.51655,-79.08008333,"DAPHNID",0.00071,0.001024
"157","Early Spring","stn25","stn25_20180409_D_LG","N",43.51655,-79.08008333,"LIMNO",1.564212184,0.027162444
"158","Early Spring","stn25","stn25_20180409_D_LG","N",43.51655,-79.08008333,"MYSID",0.438967014,0.000961
"159","Early Spring","stn25","stn25_20180409_D_LG","N",43.51655,-79.08008333,"NDAP",0,0
"160","Early Spring","stn25","stn25_20180409_D_LG","N",43.51655,-79.08008333,"OTHER",0,0
"161","Early Spring","stn33","stn33_20180410_N_LG","N",43.59451833,-78.8019,"BOSMINID",0.002668139,0.003840998
"162","Early Spring","stn33","stn33_20180410_N_LG","N",43.59451833,-78.8019,"BYTH",0,0
"163","Early Spring","stn33","stn33_20180410_N_LG","N",43.59451833,-78.8019,"CALANOID",1.779703341,0.163516791
"164","Early Spring","stn33","stn33_20180410_N_LG","N",43.59451833,-78.8019,"CERC",0,0
"165","Early Spring","stn33","stn33_20180410_N_LG","N",43.59451833,-78.8019,"CYCLOPOID",2.249251238,0.361053854
"166","Early Spring","stn33","stn33_20180410_N_LG","N",43.59451833,-78.8019,"DAPHNID",0.002060063,0.003292284
"167","Early Spring","stn33","stn33_20180410_N_LG","N",43.59451833,-78.8019,"LIMNO",1.663889831,0.029081845
"168","Early Spring","stn33","stn33_20180410_N_LG","N",43.59451833,-78.8019,"MYSID",0.509311509,0.003086517
"169","Early Spring","stn33","stn33_20180410_N_LG","N",43.59451833,-78.8019,"NDAP",0,0
"170","Early Spring","stn33","stn33_20180410_N_LG","N",43.59451833,-78.8019,"OTHER",0.001423245,0.000549
"171","Early Spring","stn41","stn41_20180410_D_LG","D",43.717,-78.02658333,"BOSMINID",0.004499766,0.001948665
"172","Early Spring","stn41","stn41_20180410_D_LG","D",43.717,-78.02658333,"BYTH",0,0
"173","Early Spring","stn41","stn41_20180410_D_LG","D",43.717,-78.02658333,"CALANOID",3.335831894,0.295222772
"174","Early Spring","stn41","stn41_20180410_D_LG","D",43.717,-78.02658333,"CERC",0,0
"175","Early Spring","stn41","stn41_20180410_D_LG","D",43.717,-78.02658333,"CYCLOPOID",3.334969704,0.636238842
"176","Early Spring","stn41","stn41_20180410_D_LG","D",43.717,-78.02658333,"DAPHNID",0.003327477,0.003896998
"177","Early Spring","stn41","stn41_20180410_D_LG","D",43.717,-78.02658333,"LIMNO",0.665705233,0.010230492
"178","Early Spring","stn41","stn41_20180410_D_LG","D",43.717,-78.02658333,"MYSID",0,0
"179","Early Spring","stn41","stn41_20180410_D_LG","D",43.717,-78.02658333,"NDAP",0,0
"180","Early Spring","stn41","stn41_20180410_D_LG","D",43.717,-78.02658333,"OTHER",0,0
"181","Early Spring","stn49","stn49_20180410_D_LG","D",43.77221667,-77.43795,"BOSMINID",0.000862,0.0011595
"182","Early Spring","stn49","stn49_20180410_D_LG","D",43.77221667,-77.43795,"BYTH",0,0
"183","Early Spring","stn49","stn49_20180410_D_LG","D",43.77221667,-77.43795,"CALANOID",1.635992637,0.129284234
"184","Early Spring","stn49","stn49_20180410_D_LG","D",43.77221667,-77.43795,"CERC",0,0
"185","Early Spring","stn49","stn49_20180410_D_LG","D",43.77221667,-77.43795,"CYCLOPOID",2.633529284,0.633086921
"186","Early Spring","stn49","stn49_20180410_D_LG","D",43.77221667,-77.43795,"DAPHNID",0.000442,0.00058
"187","Early Spring","stn49","stn49_20180410_D_LG","D",43.77221667,-77.43795,"LIMNO",1.55687246,0.026088747
"188","Early Spring","stn49","stn49_20180410_D_LG","D",43.77221667,-77.43795,"MYSID",0.019009001,0.000145
"189","Early Spring","stn49","stn49_20180410_D_LG","D",43.77221667,-77.43795,"NDAP",0,0
"190","Early Spring","stn49","stn49_20180410_D_LG","D",43.77221667,-77.43795,"OTHER",0,0
"191","Early Spring","stn55","stn55_20180411_D_LG","D",43.44381667,-77.44155,"BOSMINID",0,0
"192","Early Spring","stn55","stn55_20180411_D_LG","D",43.44381667,-77.44155,"BYTH",0,0
"193","Early Spring","stn55","stn55_20180411_D_LG","D",43.44381667,-77.44155,"CALANOID",0.675189823,0.102895539
"194","Early Spring","stn55","stn55_20180411_D_LG","D",43.44381667,-77.44155,"CERC",0,0
"195","Early Spring","stn55","stn55_20180411_D_LG","D",43.44381667,-77.44155,"CYCLOPOID",10.55808406,2.683199064
"196","Early Spring","stn55","stn55_20180411_D_LG","D",43.44381667,-77.44155,"DAPHNID",0.004718267,0.003957521
"197","Early Spring","stn55","stn55_20180411_D_LG","D",43.44381667,-77.44155,"LIMNO",0.259110426,0.003957521
"198","Early Spring","stn55","stn55_20180411_D_LG","D",43.44381667,-77.44155,"MYSID",0,0
"199","Early Spring","stn55","stn55_20180411_D_LG","D",43.44381667,-77.44155,"NDAP",0,0
"200","Early Spring","stn55","stn55_20180411_D_LG","D",43.44381667,-77.44155,"OTHER",0,0
"201","Early Spring","stn60","stn60_20180411_D_LG","D",43.57765167,-77.195905,"BOSMINID",0.008389681,0.005967964
"202","Early Spring","stn60","stn60_20180411_D_LG","D",43.57765167,-77.195905,"BYTH",0,0
"203","Early Spring","stn60","stn60_20180411_D_LG","D",43.57765167,-77.195905,"CALANOID",0.616959169,0.085043491
"204","Early Spring","stn60","stn60_20180411_D_LG","D",43.57765167,-77.195905,"CERC",0,0
"205","Early Spring","stn60","stn60_20180411_D_LG","D",43.57765167,-77.195905,"CYCLOPOID",5.465634528,1.83514903
"206","Early Spring","stn60","stn60_20180411_D_LG","D",43.57765167,-77.195905,"DAPHNID",0,0
"207","Early Spring","stn60","stn60_20180411_D_LG","D",43.57765167,-77.195905,"LIMNO",0,0
"208","Early Spring","stn60","stn60_20180411_D_LG","D",43.57765167,-77.195905,"MYSID",0,0
"209","Early Spring","stn60","stn60_20180411_D_LG","D",43.57765167,-77.195905,"NDAP",0,0
"210","Early Spring","stn60","stn60_20180411_D_LG","D",43.57765167,-77.195905,"OTHER",0,0
"211","Early Spring","stn63","stn63_20180410_D_LG","D",43.73185,-77.0176,"BOSMINID",0.000598,0.00116477
"212","Early Spring","stn63","stn63_20180410_D_LG","D",43.73185,-77.0176,"BYTH",0,0
"213","Early Spring","stn63","stn63_20180410_D_LG","D",43.73185,-77.0176,"CALANOID",0.870891643,0.082698693
"214","Early Spring","stn63","stn63_20180410_D_LG","D",43.73185,-77.0176,"CERC",0,0
"215","Early Spring","stn63","stn63_20180410_D_LG","D",43.73185,-77.0176,"CYCLOPOID",2.28974011,0.913179923
"216","Early Spring","stn63","stn63_20180410_D_LG","D",43.73185,-77.0176,"DAPHNID",0,0
"217","Early Spring","stn63","stn63_20180410_D_LG","D",43.73185,-77.0176,"LIMNO",1.99198828,0.036690265
"218","Early Spring","stn63","stn63_20180410_D_LG","D",43.73185,-77.0176,"MYSID",0,0
"219","Early Spring","stn63","stn63_20180410_D_LG","D",43.73185,-77.0176,"NDAP",0,0
"220","Early Spring","stn63","stn63_20180410_D_LG","D",43.73185,-77.0176,"OTHER",0,0
"221","Early Summer","stn12","stn12_20180620_D_Cisco","D",43.503333,-79.353333,"BOSMINID",0.032406775,0.013353878
"222","Early Summer","stn12","stn12_20180620_D_Cisco","D",43.503333,-79.353333,"BYTH",0,0
"223","Early Summer","stn12","stn12_20180620_D_Cisco","D",43.503333,-79.353333,"CALANOID",2.061561407,0.500770417
"224","Early Summer","stn12","stn12_20180620_D_Cisco","D",43.503333,-79.353333,"CERC",0.032918378,0.005689226
"225","Early Summer","stn12","stn12_20180620_D_Cisco","D",43.503333,-79.353333,"CYCLOPOID",1.0636432,0.607601439
"226","Early Summer","stn12","stn12_20180620_D_Cisco","D",43.503333,-79.353333,"DAPHNID",0,0
"227","Early Summer","stn12","stn12_20180620_D_Cisco","D",43.503333,-79.353333,"LIMNO",13.824268239,0.313816128
"228","Early Summer","stn12","stn12_20180620_D_Cisco","D",43.503333,-79.353333,"MYSID",0,0
"229","Early Summer","stn12","stn12_20180620_D_Cisco","D",43.503333,-79.353333,"NDAP",0,0
"230","Early Summer","stn12","stn12_20180620_D_Cisco","D",43.503333,-79.353333,"OTHER",0,0
"231","Early Summer","stn18","stn18_20180620_D_Cisco","D",43.303333,-79.278333,"BOSMINID",0,0
"232","Early Summer","stn18","stn18_20180620_D_Cisco","D",43.303333,-79.278333,"BYTH",0,0
"233","Early Summer","stn18","stn18_20180620_D_Cisco","D",43.303333,-79.278333,"CALANOID",5.308455532,1.099080494
"234","Early Summer","stn18","stn18_20180620_D_Cisco","D",43.303333,-79.278333,"CERC",0.010609132,0.001401387
"235","Early Summer","stn18","stn18_20180620_D_Cisco","D",43.303333,-79.278333,"CYCLOPOID",5.710329396,3.547032503
"236","Early Summer","stn18","stn18_20180620_D_Cisco","D",43.303333,-79.278333,"DAPHNID",1.262584146,0.149874613
"237","Early Summer","stn18","stn18_20180620_D_Cisco","D",43.303333,-79.278333,"LIMNO",19.399591113,0.34970743
"238","Early Summer","stn18","stn18_20180620_D_Cisco","D",43.303333,-79.278333,"MYSID",0.009362714,7.38e-05
"239","Early Summer","stn18","stn18_20180620_D_Cisco","D",43.303333,-79.278333,"NDAP",0,0
"240","Early Summer","stn18","stn18_20180620_D_Cisco","D",43.303333,-79.278333,"OTHER",0,0
"241","Early Summer","stn19","stn19_20180620_D_Cisco","D",43.383333,-79.285,"BOSMINID",2.210451676,1.613431613
"242","Early Summer","stn19","stn19_20180620_D_Cisco","D",43.383333,-79.285,"BYTH",0,0
"243","Early Summer","stn19","stn19_20180620_D_Cisco","D",43.383333,-79.285,"CALANOID",2.661746752,0.521262521
"244","Early Summer","stn19","stn19_20180620_D_Cisco","D",43.383333,-79.285,"CERC",0.003774514,0.000882
"245","Early Summer","stn19","stn19_20180620_D_Cisco","D",43.383333,-79.285,"CYCLOPOID",9.819529331,3.425439426
"246","Early Summer","stn19","stn19_20180620_D_Cisco","D",43.383333,-79.285,"DAPHNID",1.454531476,0.273042273
"247","Early Summer","stn19","stn19_20180620_D_Cisco","D",43.383333,-79.285,"LIMNO",2.719369794,0.04964405
"248","Early Summer","stn19","stn19_20180620_D_Cisco","D",43.383333,-79.285,"MYSID",0,0
