"","Season","Station","EventCode","DN","Lat","Long","Transect","Basin","SUMGROUP","Zoop_Bio_Sum","Zoop_Den_Sum"
"22","Early Fall",18,"stn18_20180905_D_Cisco","D",43.303333,-79.278333,"1","W","CERC",1196.174129,192.5313743
"23","Early Fall",18,"stn18_20180905_D_Cisco","D",43.303333,-79.278333,"1","W","CYCLOPOID",527856.9822,384979.49187
"24","Early Fall",18,"stn18_20180905_D_Cisco","D",43.303333,-79.278333,"1","W","DAPHNID",664087.53124,121721.45695
"25","Early Fall",18,"stn18_20180905_D_Cisco","D",43.303333,-79.278333,"1","W","LIMNO",562087.5805,8492.194674
"26","Early Fall",18,"stn18_20180905_D_Cisco","D",43.303333,-79.278333,"1","W","NDAP",129221.9883,59445.36272
"27","Early Fall",18,"stn18_20180905_D_Cisco","D",43.303333,-79.278333,"1","W","OTHER",0,0
"28","Early Fall",19,"stn19_20180905_D_Cisco","N",43.383333,-79.285,"1","W","BOSMINID",176690.8267,117480.30258
"29","Early Fall",19,"stn19_20180905_D_Cisco","N",43.383333,-79.285,"1","W","BYTH",0,0
"30","Early Fall",19,"stn19_20180905_D_Cisco","N",43.383333,-79.285,"1","W","CALANOID",273804.12217,50730.13067
"31","Early Fall",19,"stn19_20180905_D_Cisco","N",43.383333,-79.285,"1","W","CERC",174.9648778,52.55919049
"32","Early Fall",19,"stn19_20180905_D_Cisco","N",43.383333,-79.285,"1","W","CYCLOPOID",280157.8112,178890.46076
"33","Early Fall",19,"stn19_20180905_D_Cisco","N",43.383333,-79.285,"1","W","DAPHNID",1001245.7797,154860.3989
"34","Early Fall",19,"stn19_20180905_D_Cisco","N",43.383333,-79.285,"1","W","LIMNO",1479800.669,24030.06189
"35","Early Fall",19,"stn19_20180905_D_Cisco","N",43.383333,-79.285,"1","W","NDAP",57314.27442,34710.0894
"36","Early Fall",19,"stn19_20180905_D_Cisco","N",43.383333,-79.285,"1","W","OTHER",0,0
"37","Early Fall",33,"stn33_20180925_N_LG","N",43.5964,-78.8144,"2","W","BOSMINID",74812.75961,47497.887767
"38","Early Fall",33,"stn33_20180925_N_LG","N",43.5964,-78.8144,"2","W","BYTH",6008.627669,48.63818295
"39","Early Fall",33,"stn33_20180925_N_LG","N",43.5964,-78.8144,"2","W","CALANOID",97323.60913,26275.427281
"40","Early Fall",33,"stn33_20180925_N_LG","N",43.5964,-78.8144,"2","W","CERC",5646.287706,756.593957
"41","Early Fall",33,"stn33_20180925_N_LG","N",43.5964,-78.8144,"2","W","CYCLOPOID",87371.46136,44466.10769
"42","Early Fall",33,"stn33_20180925_N_LG","N",43.5964,-78.8144,"2","W","DAPHNID",283462.25259,69730.941624
"43","Early Fall",33,"stn33_20180925_N_LG","N",43.5964,-78.8144,"2","W","LIMNO",753776.4234,13137.71364
"44","Early Fall",33,"stn33_20180925_N_LG","N",43.5964,-78.8144,"2","W","NDAP",7589.341698,4042.373427
"45","Early Fall",33,"stn33_20180925_N_LG","N",43.5964,-78.8144,"2","W","OTHER",0,0
"46","Early Fall",34,"stn34_20180926_N_LG","N",43.4611,-78.7594,"2","W","BOSMINID",173789.86607,95032.27655
"47","Early Fall",34,"stn34_20180926_N_LG","N",43.4611,-78.7594,"2","W","BYTH",1096.060322,4.185706332
"48","Early Fall",34,"stn34_20180926_N_LG","N",43.4611,-78.7594,"2","W","CALANOID",516484.92655,101511.749955
"49","Early Fall",34,"stn34_20180926_N_LG","N",43.4611,-78.7594,"2","W","CERC",57651.98486,7710.071063
"50","Early Fall",34,"stn34_20180926_N_LG","N",43.4611,-78.7594,"2","W","CYCLOPOID",283972.1882,172785.95737
"51","Early Fall",34,"stn34_20180926_N_LG","N",43.4611,-78.7594,"2","W","DAPHNID",782738.7257,155507.3616
"52","Early Fall",34,"stn34_20180926_N_LG","N",43.4611,-78.7594,"2","W","LIMNO",2178974.22,36717.01594
"53","Early Fall",34,"stn34_20180926_N_LG","N",43.4611,-78.7594,"2","W","NDAP",25442.26016,10799.12234
"54","Early Fall",34,"stn34_20180926_N_LG","N",43.4611,-78.7594,"2","W","OTHER",0,0
"55","Early Fall",38,"stn38_20180927_D_LG","D",43.3833,-77.9894,"3","W","BOSMINID",35073.616296,20447.131833
"56","Early Fall",38,"stn38_20180927_D_LG","D",43.3833,-77.9894,"3","W","BYTH",8487.276896,38.33409382
"57","Early Fall",38,"stn38_20180927_D_LG","D",43.3833,-77.9894,"3","W","CALANOID",82081.929854,12705.013952
"58","Early Fall",38,"stn38_20180927_D_LG","D",43.3833,-77.9894,"3","W","CERC",4536.398429,1774.320914
"59","Early Fall",38,"stn38_20180927_D_LG","D",43.3833,-77.9894,"3","W","CYCLOPOID",111.6328616,397.031686
"60","Early Fall",38,"stn38_20180927_D_LG","D",43.3833,-77.9894,"3","W","DAPHNID",32096.3178876,10719.855522
"61","Early Fall",38,"stn38_20180927_D_LG","D",43.3833,-77.9894,"3","W","LIMNO",0,0
"62","Early Fall",38,"stn38_20180927_D_LG","D",43.3833,-77.9894,"3","W","NDAP",5494.771257,3176.253488
"63","Early Fall",38,"stn38_20180927_D_LG","D",43.3833,-77.9894,"3","W","OTHER",0,0
"64","Early Fall",39,"stn39_20180927_D_LG","D",43.4861,-78.0003,"3","W","BOSMINID",105126.65059,39187.49196
"65","Early Fall",39,"stn39_20180927_D_LG","D",43.4861,-78.0003,"3","W","BYTH",0,0
"66","Early Fall",39,"stn39_20180927_D_LG","D",43.4861,-78.0003,"3","W","CALANOID",290724.96179,54259.60425
"67","Early Fall",39,"stn39_20180927_D_LG","D",43.4861,-78.0003,"3","W","CERC",14459.75972,2459.910304
"68","Early Fall",39,"stn39_20180927_D_LG","D",43.4861,-78.0003,"3","W","CYCLOPOID",574003.9431,373788.38483
"69","Early Fall",39,"stn39_20180927_D_LG","D",43.4861,-78.0003,"3","W","DAPHNID",1062512.67852,159764.39031
"70","Early Fall",39,"stn39_20180927_D_LG","D",43.4861,-78.0003,"3","W","LIMNO",3076372.20479,51245.181788
"71","Early Fall",39,"stn39_20180927_D_LG","D",43.4861,-78.0003,"3","W","NDAP",17344.16038,18086.53475
"72","Early Fall",39,"stn39_20180927_D_LG","D",43.4861,-78.0003,"3","W","OTHER",0,0
"73","Early Fall",40,"stn40_20180927_D_LG","D",43.5903,-78.0117,"3","W","BOSMINID",29834.945719,20453.452962
"74","Early Fall",40,"stn40_20180927_D_LG","D",43.5903,-78.0117,"3","W","BYTH",8520.363412,58.06974027
"75","Early Fall",40,"stn40_20180927_D_LG","D",43.5903,-78.0117,"3","W","CALANOID",138928.05261,27612.161498
"76","Early Fall",40,"stn40_20180927_D_LG","D",43.5903,-78.0117,"3","W","CERC",3820.448001,522.6276624
"77","Early Fall",40,"stn40_20180927_D_LG","D",43.5903,-78.0117,"3","W","CYCLOPOID",122502.39508,80791.1392
"78","Early Fall",40,"stn40_20180927_D_LG","D",43.5903,-78.0117,"3","W","DAPHNID",410835.146172,84881.829796
"79","Early Fall",40,"stn40_20180927_D_LG","D",43.5903,-78.0117,"3","W","LIMNO",815460.4864,12272.07178
"80","Early Fall",40,"stn40_20180927_D_LG","D",43.5903,-78.0117,"3","W","NDAP",0,0
"81","Early Fall",40,"stn40_20180927_D_LG","D",43.5903,-78.0117,"3","W","OTHER",0,0
"82","Early Fall",41,"stn41_20180927_D_LG","D",43.7167,-78.0269,"3","W","BOSMINID",11246.850495,5846.500774
"83","Early Fall",41,"stn41_20180927_D_LG","D",43.7167,-78.0269,"3","W","BYTH",59560.44661,385.546803
"84","Early Fall",41,"stn41_20180927_D_LG","D",43.7167,-78.0269,"3","W","CALANOID",433801.89613,116930.015478
"85","Early Fall",41,"stn41_20180927_D_LG","D",43.7167,-78.0269,"3","W","CERC",309.9266296,46.03543916
"86","Early Fall",41,"stn41_20180927_D_LG","D",43.7167,-78.0269,"3","W","CYCLOPOID",425789.69718,184164.774377
"87","Early Fall",41,"stn41_20180927_D_LG","D",43.7167,-78.0269,"3","W","DAPHNID",2757422.782,315711.0418
"88","Early Fall",41,"stn41_20180927_D_LG","D",43.7167,-78.0269,"3","W","LIMNO",0,0
"89","Early Fall",41,"stn41_20180927_D_LG","D",43.7167,-78.0269,"3","W","NDAP",0,0
"90","Early Fall",41,"stn41_20180927_D_LG","D",43.7167,-78.0269,"3","W","OTHER",0,0
"91","Early Fall",55,"stn55_20180927_N_LG","N",43.4439,-77.4389,"4","E","BOSMINID",53668.59383,29464.088166
"92","Early Fall",55,"stn55_20180927_N_LG","N",43.4439,-77.4389,"4","E","BYTH",19038.40503,137.9068026
"93","Early Fall",55,"stn55_20180927_N_LG","N",43.4439,-77.4389,"4","E","CALANOID",392003.70198,61032.754065
"94","Early Fall",55,"stn55_20180927_N_LG","N",43.4439,-77.4389,"4","E","CERC",18181.72144,1888.723601
"95","Early Fall",55,"stn55_20180927_N_LG","N",43.4439,-77.4389,"4","E","CYCLOPOID",229268.0964,124170.08586
"96","Early Fall",55,"stn55_20180927_N_LG","N",43.4439,-77.4389,"4","E","DAPHNID",1015228.08,187307.4177
"97","Early Fall",55,"stn55_20180927_N_LG","N",43.4439,-77.4389,"4","E","LIMNO",835206.0237,14732.04408
"98","Early Fall",55,"stn55_20180927_N_LG","N",43.4439,-77.4389,"4","E","NDAP",13334.23402,10522.88863
"99","Early Fall",55,"stn55_20180927_N_LG","N",43.4439,-77.4389,"4","E","OTHER",0,0
"100","Early Fall",69,"stn69_20180924_D_LG","D",43.6053,-76.7147,"5","E","BOSMINID",68344.70527,34733.58451
"101","Early Fall",69,"stn69_20180924_D_LG","D",43.6053,-76.7147,"5","E","BYTH",25288.78395,209.8198895
"102","Early Fall",69,"stn69_20180924_D_LG","D",43.6053,-76.7147,"5","E","CALANOID",243037.55228,34733.584511
"103","Early Fall",69,"stn69_20180924_D_LG","D",43.6053,-76.7147,"5","E","CERC",3033.125961,490.9785415
"104","Early Fall",69,"stn69_20180924_D_LG","D",43.6053,-76.7147,"5","E","CYCLOPOID",218352.088974,155740.91125
"105","Early Fall",69,"stn69_20180924_D_LG","D",43.6053,-76.7147,"5","E","DAPHNID",519650.10315,78430.674711
"106","Early Fall",69,"stn69_20180924_D_LG","D",43.6053,-76.7147,"5","E","LIMNO",141534.8156,2240.87642
"107","Early Fall",69,"stn69_20180924_D_LG","D",43.6053,-76.7147,"5","E","NDAP",19053.16423,6722.629261
"108","Early Fall",69,"stn69_20180924_D_LG","D",43.6053,-76.7147,"5","E","OTHER",0,0
"109","Early Fall",70,"stn70_20180924_D_LG","N",43.5415,-76.617667,"5","E","BOSMINID",162227.5554,88820.426166
"110","Early Fall",70,"stn70_20180924_D_LG","N",43.5415,-76.617667,"5","E","BYTH",3928.382601,35.28353794
"111","Early Fall",70,"stn70_20180924_D_LG","N",43.5415,-76.617667,"5","E","CALANOID",308650.253592,45162.92856
"112","Early Fall",70,"stn70_20180924_D_LG","N",43.5415,-76.617667,"5","E","CERC",10818.96128,1914.131933
"113","Early Fall",70,"stn70_20180924_D_LG","N",43.5415,-76.617667,"5","E","CYCLOPOID",235769.9987,136994.21665
"114","Early Fall",70,"stn70_20180924_D_LG","N",43.5415,-76.617667,"5","E","DAPHNID",454604.5923,70755.25474
"115","Early Fall",70,"stn70_20180924_D_LG","N",43.5415,-76.617667,"5","E","LIMNO",1476694.888,24086.89523
"116","Early Fall",70,"stn70_20180924_D_LG","N",43.5415,-76.617667,"5","E","NDAP",52802.34995,21076.03333
"117","Early Fall",70,"stn70_20180924_D_LG","N",43.5415,-76.617667,"5","E","OTHER",0,0
"118","Early Fall",715,"stn715_20180924_D_LG","D",43.6356,-76.9694,"5","E","BOSMINID",185786.10126,98849.51953
"119","Early Fall",715,"stn715_20180924_D_LG","D",43.6356,-76.9694,"5","E","BYTH",3086.448444,23.20465728
"120","Early Fall",715,"stn715_20180924_D_LG","D",43.6356,-76.9694,"5","E","CALANOID",307073.014931,55452.169493
"121","Early Fall",715,"stn715_20180924_D_LG","D",43.6356,-76.9694,"5","E","CERC",457.4425452,41.7683831
"122","Early Fall",715,"stn715_20180924_D_LG","D",43.6356,-76.9694,"5","E","CYCLOPOID",443064.923112,197699.039081
"123","Early Fall",715,"stn715_20180924_D_LG","D",43.6356,-76.9694,"5","E","DAPHNID",1424014.265,214575.7863
"124","Early Fall",715,"stn715_20180924_D_LG","D",43.6356,-76.9694,"5","E","LIMNO",430319.1256,7232.891673
"125","Early Fall",715,"stn715_20180924_D_LG","D",43.6356,-76.9694,"5","E","NDAP",0,0
"126","Early Fall",715,"stn715_20180924_D_LG","D",43.6356,-76.9694,"5","E","OTHER",0,0
"127","Early Spring",12,"stn12_20180409_D_LG","D",43.50348333,-79.35378333,"1","W","BOSMINID",782.4725625,1000.974485
"128","Early Spring",12,"stn12_20180409_D_LG","D",43.50348333,-79.35378333,"1","W","BYTH",0,0
"129","Early Spring",12,"stn12_20180409_D_LG","D",43.50348333,-79.35378333,"1","W","CALANOID",82814.212574,17767.2971021
"130","Early Spring",12,"stn12_20180409_D_LG","D",43.50348333,-79.35378333,"1","W","CERC",0,0
"131","Early Spring",12,"stn12_20180409_D_LG","D",43.50348333,-79.35378333,"1","W","CYCLOPOID",136763.91484,28327.57792
"132","Early Spring",12,"stn12_20180409_D_LG","D",43.50348333,-79.35378333,"1","W","DAPHNID",238.69656813,300.2923455
"133","Early Spring",12,"stn12_20180409_D_LG","D",43.50348333,-79.35378333,"1","W","LIMNO",18137.265766,875.8526742
"134","Early Spring",12,"stn12_20180409_D_LG","D",43.50348333,-79.35378333,"1","W","NDAP",0,0
"135","Early Spring",12,"stn12_20180409_D_LG","D",43.50348333,-79.35378333,"1","W","OTHER",0,0
"136","Early Spring",25,"stn25_20180409_D_LG","N",43.51655,-79.08008333,"GLISP","W","BOSMINID",363.3747221,512.4989362
"137","Early Spring",25,"stn25_20180409_D_LG","N",43.51655,-79.08008333,"GLISP","W","BYTH",0,0
"138","Early Spring",25,"stn25_20180409_D_LG","N",43.51655,-79.08008333,"GLISP","W","CALANOID",130862.176277,15784.9672364
"139","Early Spring",25,"stn25_20180409_D_LG","N",43.51655,-79.08008333,"GLISP","W","CERC",0,0
"140","Early Spring",25,"stn25_20180409_D_LG","N",43.51655,-79.08008333,"GLISP","W","CYCLOPOID",137271.33123,29007.43979
"141","Early Spring",25,"stn25_20180409_D_LG","N",43.51655,-79.08008333,"GLISP","W","DAPHNID",70.92404989,102.49978724
"142","Early Spring",25,"stn25_20180409_D_LG","N",43.51655,-79.08008333,"GLISP","W","LIMNO",156421.2183906,2716.2443622
"143","Early Spring",25,"stn25_20180409_D_LG","N",43.51655,-79.08008333,"GLISP","W","NDAP",0,0
"144","Early Spring",25,"stn25_20180409_D_LG","N",43.51655,-79.08008333,"GLISP","W","OTHER",0,0
"145","Early Spring",33,"stn33_20180410_N_LG","N",43.59451833,-78.8019,"2","W","BOSMINID",266.8138717,384.0998452
"146","Early Spring",33,"stn33_20180410_N_LG","N",43.59451833,-78.8019,"2","W","BYTH",0,0
"147","Early Spring",33,"stn33_20180410_N_LG","N",43.59451833,-78.8019,"2","W","CALANOID",177970.334069,16351.679122
"148","Early Spring",33,"stn33_20180410_N_LG","N",43.59451833,-78.8019,"2","W","CERC",0,0
"149","Early Spring",33,"stn33_20180410_N_LG","N",43.59451833,-78.8019,"2","W","CYCLOPOID",224925.12383,36105.38544
"150","Early Spring",33,"stn33_20180410_N_LG","N",43.59451833,-78.8019,"2","W","DAPHNID",206.0063216,329.2284387
"151","Early Spring",33,"stn33_20180410_N_LG","N",43.59451833,-78.8019,"2","W","LIMNO",166388.9831,2908.184542
"152","Early Spring",33,"stn33_20180410_N_LG","N",43.59451833,-78.8019,"2","W","NDAP",0,0
"153","Early Spring",33,"stn33_20180410_N_LG","N",43.59451833,-78.8019,"2","W","OTHER",142.3245465,54.87140645
"154","Early Spring",41,"stn41_20180410_D_LG","D",43.717,-78.02658333,"3","W","BOSMINID",449.9765551,194.8665157
"155","Early Spring",41,"stn41_20180410_D_LG","D",43.717,-78.02658333,"3","W","BYTH",0,0
"156","Early Spring",41,"stn41_20180410_D_LG","D",43.717,-78.02658333,"3","W","CALANOID",333583.189402,29522.2771236
"157","Early Spring",41,"stn41_20180410_D_LG","D",43.717,-78.02658333,"3","W","CERC",0,0
"158","Early Spring",41,"stn41_20180410_D_LG","D",43.717,-78.02658333,"3","W","CYCLOPOID",333496.95292165,63623.91737784
"159","Early Spring",41,"stn41_20180410_D_LG","D",43.717,-78.02658333,"3","W","DAPHNID",332.77056538,389.73303134
"160","Early Spring",41,"stn41_20180410_D_LG","D",43.717,-78.02658333,"3","W","LIMNO",66570.52327,1023.049207
"161","Early Spring",41,"stn41_20180410_D_LG","D",43.717,-78.02658333,"3","W","NDAP",0,0
"162","Early Spring",41,"stn41_20180410_D_LG","D",43.717,-78.02658333,"3","W","OTHER",0,0
"163","Early Spring",49,"stn49_20180410_D_LG","D",43.77221667,-77.43795,"4","E","BOSMINID",37.94561891,51.01799365
"164","Early Spring",49,"stn49_20180410_D_LG","D",43.77221667,-77.43795,"4","E","BYTH",0,0
"165","Early Spring",49,"stn49_20180410_D_LG","D",43.77221667,-77.43795,"4","E","CALANOID",71983.6760503,5688.50629245
"166","Early Spring",49,"stn49_20180410_D_LG","D",43.77221667,-77.43795,"4","E","CERC",0,0
"167","Early Spring",49,"stn49_20180410_D_LG","D",43.77221667,-77.43795,"4","E","CYCLOPOID",115875.28849,27855.82454
"168","Early Spring",49,"stn49_20180410_D_LG","D",43.77221667,-77.43795,"4","E","DAPHNID",19.46169117,25.50899683
"169","Early Spring",49,"stn49_20180410_D_LG","D",43.77221667,-77.43795,"4","E","LIMNO",68502.38823,1147.904857
"170","Early Spring",49,"stn49_20180410_D_LG","D",43.77221667,-77.43795,"4","E","NDAP",0,0
"171","Early Spring",49,"stn49_20180410_D_LG","D",43.77221667,-77.43795,"4","E","OTHER",0,0
"172","Early Spring",55,"stn55_20180411_D_LG","D",43.44381667,-77.44155,"4","E","BOSMINID",0,0
"173","Early Spring",55,"stn55_20180411_D_LG","D",43.44381667,-77.44155,"4","E","BYTH",0,0
"174","Early Spring",55,"stn55_20180411_D_LG","D",43.44381667,-77.44155,"4","E","CALANOID",67518.982317,10289.553932
"175","Early Spring",55,"stn55_20180411_D_LG","D",43.44381667,-77.44155,"4","E","CERC",0,0
"176","Early Spring",55,"stn55_20180411_D_LG","D",43.44381667,-77.44155,"4","E","CYCLOPOID",1055808.406,268319.9064
"177","Early Spring",55,"stn55_20180411_D_LG","D",43.44381667,-77.44155,"4","E","DAPHNID",471.8267055,395.7520743
"178","Early Spring",55,"stn55_20180411_D_LG","D",43.44381667,-77.44155,"4","E","LIMNO",25911.04255,395.7520743
"179","Early Spring",55,"stn55_20180411_D_LG","D",43.44381667,-77.44155,"4","E","NDAP",0,0
"180","Early Spring",55,"stn55_20180411_D_LG","D",43.44381667,-77.44155,"4","E","OTHER",0,0
"181","Early Spring",60,"stn60_20180411_D_LG","D",43.57765167,-77.195905,"GLISP","E","BOSMINID",838.9680605,596.7964323
"182","Early Spring",60,"stn60_20180411_D_LG","D",43.57765167,-77.195905,"GLISP","E","BYTH",0,0
"183","Early Spring",60,"stn60_20180411_D_LG","D",43.57765167,-77.195905,"GLISP","E","CALANOID",61695.916961,8504.3491605
"184","Early Spring",60,"stn60_20180411_D_LG","D",43.57765167,-77.195905,"GLISP","E","CERC",0,0
"185","Early Spring",60,"stn60_20180411_D_LG","D",43.57765167,-77.195905,"GLISP","E","CYCLOPOID",546563.4528,183514.90293
"186","Early Spring",60,"stn60_20180411_D_LG","D",43.57765167,-77.195905,"GLISP","E","DAPHNID",0,0
"187","Early Spring",60,"stn60_20180411_D_LG","D",43.57765167,-77.195905,"GLISP","E","LIMNO",0,0
"188","Early Spring",60,"stn60_20180411_D_LG","D",43.57765167,-77.195905,"GLISP","E","NDAP",0,0
"189","Early Spring",60,"stn60_20180411_D_LG","D",43.57765167,-77.195905,"GLISP","E","OTHER",0,0
"190","Early Spring",63,"stn63_20180410_D_LG","D",43.73185,-77.0176,"5","E","BOSMINID",49.61500767,96.6759357
"191","Early Spring",63,"stn63_20180410_D_LG","D",43.73185,-77.0176,"5","E","BYTH",0,0
"192","Early Spring",63,"stn63_20180410_D_LG","D",43.73185,-77.0176,"5","E","CALANOID",72284.0064326,6863.9914356
"193","Early Spring",63,"stn63_20180410_D_LG","D",43.73185,-77.0176,"5","E","CERC",0,0
"194","Early Spring",63,"stn63_20180410_D_LG","D",43.73185,-77.0176,"5","E","CYCLOPOID",190048.42912,75793.93359
"195","Early Spring",63,"stn63_20180410_D_LG","D",43.73185,-77.0176,"5","E","DAPHNID",0,0
"196","Early Spring",63,"stn63_20180410_D_LG","D",43.73185,-77.0176,"5","E","LIMNO",165335.0273,3045.291975
"197","Early Spring",63,"stn63_20180410_D_LG","D",43.73185,-77.0176,"5","E","NDAP",0,0
"198","Early Spring",63,"stn63_20180410_D_LG","D",43.73185,-77.0176,"5","E","OTHER",0,0
"199","Early Summer",9,"stn9_20180620_D_Cisco","D",43.586667,-79.395,"1","W","BOSMINID",1001.738963,356.5132223
"200","Early Summer",9,"stn9_20180620_D_Cisco","D",43.586667,-79.395,"1","W","BYTH",0,0
"201","Early Summer",9,"stn9_20180620_D_Cisco","D",43.586667,-79.395,"1","W","CALANOID",117298.439581,37077.3751223
"202","Early Summer",9,"stn9_20180620_D_Cisco","D",43.586667,-79.395,"1","W","CERC",1251.130367,133.6924584
"203","Early Summer",9,"stn9_20180620_D_Cisco","D",43.586667,-79.395,"1","W","CYCLOPOID",80399.9133063,44564.1527953
"204","Early Summer",9,"stn9_20180620_D_Cisco","D",43.586667,-79.395,"1","W","DAPHNID",12034.77207,1426.052889
"205","Early Summer",9,"stn9_20180620_D_Cisco","D",43.586667,-79.395,"1","W","LIMNO",287706.6781,8912.830558
"206","Early Summer",9,"stn9_20180620_D_Cisco","D",43.586667,-79.395,"1","W","NDAP",0,0
"207","Early Summer",9,"stn9_20180620_D_Cisco","D",43.586667,-79.395,"1","W","OTHER",0,0
"208","Early Summer",12,"stn12_20180620_D_Cisco","D",43.503333,-79.353333,"1","W","BOSMINID",3240.677545,1335.387776
"209","Early Summer",12,"stn12_20180620_D_Cisco","D",43.503333,-79.353333,"1","W","BYTH",0,0
"210","Early Summer",12,"stn12_20180620_D_Cisco","D",43.503333,-79.353333,"1","W","CALANOID",206156.14066,50077.041602
"211","Early Summer",12,"stn12_20180620_D_Cisco","D",43.503333,-79.353333,"1","W","CERC",3291.837841,568.9226028
"212","Early Summer",12,"stn12_20180620_D_Cisco","D",43.503333,-79.353333,"1","W","CYCLOPOID",106364.31998,60760.14381
"213","Early Summer",12,"stn12_20180620_D_Cisco","D",43.503333,-79.353333,"1","W","DAPHNID",0,0
"214","Early Summer",12,"stn12_20180620_D_Cisco","D",43.503333,-79.353333,"1","W","LIMNO",1382426.8239,31381.61273
"215","Early Summer",12,"stn12_20180620_D_Cisco","D",43.503333,-79.353333,"1","W","NDAP",0,0
"216","Early Summer",12,"stn12_20180620_D_Cisco","D",43.503333,-79.353333,"1","W","OTHER",0,0
"217","Early Summer",18,"stn18_20180620_D_Cisco","D",43.303333,-79.278333,"1","W","BOSMINID",0,0
"218","Early Summer",18,"stn18_20180620_D_Cisco","D",43.303333,-79.278333,"1","W","BYTH",0,0
"219","Early Summer",18,"stn18_20180620_D_Cisco","D",43.303333,-79.278333,"1","W","CALANOID",461835.63127,95620.002951
"220","Early Summer",18,"stn18_20180620_D_Cisco","D",43.303333,-79.278333,"1","W","CERC",922.9944864,121.9206373
"221","Early Summer",18,"stn18_20180620_D_Cisco","D",43.303333,-79.278333,"1","W","CYCLOPOID",496798.6575,308591.82772
"222","Early Summer",18,"stn18_20180620_D_Cisco","D",43.303333,-79.278333,"1","W","DAPHNID",109844.8207,13039.09131
"223","Early Summer",18,"stn18_20180620_D_Cisco","D",43.303333,-79.278333,"1","W","LIMNO",1687764.4268,30424.54639
"224","Early Summer",18,"stn18_20180620_D_Cisco","D",43.303333,-79.278333,"1","W","NDAP",0,0
"225","Early Summer",18,"stn18_20180620_D_Cisco","D",43.303333,-79.278333,"1","W","OTHER",0,0
"226","Early Summer",19,"stn19_20180620_D_Cisco","D",43.383333,-79.285,"1","W","BOSMINID",221045.1676,161343.1613
"227","Early Summer",19,"stn19_20180620_D_Cisco","D",43.383333,-79.285,"1","W","BYTH",0,0
"228","Early Summer",19,"stn19_20180620_D_Cisco","D",43.383333,-79.285,"1","W","CALANOID",266174.67523,52126.252126
"229","Early Summer",19,"stn19_20180620_D_Cisco","D",43.383333,-79.285,"1","W","CERC",377.4513727,88.2000882
"230","Early Summer",19,"stn19_20180620_D_Cisco","D",43.383333,-79.285,"1","W","CYCLOPOID",981952.9331,342543.9426
"231","Early Summer",19,"stn19_20180620_D_Cisco","D",43.383333,-79.285,"1","W","DAPHNID",145453.14764,27304.227304
"232","Early Summer",19,"stn19_20180620_D_Cisco","D",43.383333,-79.285,"1","W","LIMNO",271936.9794,4964.404964
