X1,EventID,CollectionDate,Season,DN,Lat,Long,Station,Strata,SAMPLENUM,SPECCODE,CountType,SUMGROUP,Density,Biomass,CollectionDateString,MONTH,Den.Liter,RotGENERA,Den.Liter_New,Bio.Liter_New,Zoop_GENERA
3114,stn49_20180410_D_LG,4/10/2018,Early Spring,D,43.77222,-77.43795,stn49,epi,18GO09I74,GASSTYL,MICRO,ROTIFER,1.64183,0.03383159,20180410,Apr,0.0164183,Gastropus,0.00164183,3.38E-05,Rotifers
3115,stn49_20180410_D_LG,4/10/2018,Early Spring,D,43.77222,-77.43795,stn49,epi,18GO09I74,KERCRAS,MICRO,ROTIFER,1.64183,0.005259154,20180410,Apr,0.0164183,Keratella,0.00164183,5.26E-06,Rotifers
3116,stn49_20180410_D_LG,4/10/2018,Early Spring,D,43.77222,-77.43795,stn49,epi,18GO09I74,NOOSP,MICRO,ROTIFER,1.64183,0.0197846,20180410,Apr,0.0164183,Other,0.00164183,1.98E-05,Rotifers
3117,stn49_20180410_D_LG,4/10/2018,Early Spring,D,43.77222,-77.43795,stn49,epi,18GO09I74,NOTSP,MICRO,ROTIFER,6.567322,0.2596276,20180410,Apr,0.06567322,Other,0.006567322,2.60E-04,Rotifers
3118,stn49_20180410_D_LG,4/10/2018,Early Spring,D,43.77222,-77.43795,stn49,epi,18GO09I74,POLSP,MICRO,ROTIFER,1.64183,0.1110987,20180410,Apr,0.0164183,Polyarthra,0.00164183,1.11E-04,Rotifers
3119,stn49_20180410_D_LG,4/10/2018,Early Spring,D,43.77222,-77.43795,stn49,epi,18GO09I74,SYNSP,MICRO,ROTIFER,22.98563,0.5912155,20180410,Apr,0.2298563,Synchaeta,0.02298563,5.91E-04,Rotifers
3104,stn49_20180410_D_LG,4/10/2018,Early Spring,D,43.77222,-77.43795,stn49,epi,18GO09I74,BOSLONG,MACRO,BOSMINID,1.876378,1.395274,20180410,Apr,0.01876378,NA,0.001876378,0.001395274,Cladocerans
2889,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44381667,-77.44155,stn55,wwc,18GO09I93,CYCCOPE,MACRO,CYCLOPOID,1353.472094,3915.563053,20180411,Apr,13.53472094,NA,1.353472094,3.915563053,Cyclopoids
2890,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44381667,-77.44155,stn55,wwc,18GO09I93,DAPSP,MACRO,DAPHNID,3.957520743,4.718267055,20180411,Apr,0.039575207,NA,0.003957521,0.004718267,Cladocerans
2891,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44381667,-77.44155,stn55,wwc,18GO09I93,DIACOPE,MACRO,CALANOID,39.57520743,133.3324034,20180411,Apr,0.395752074,NA,0.039575207,0.133332403,Calanoids
2892,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44381667,-77.44155,stn55,wwc,18GO09I93,DIYTHOM,MACRO,CYCLOPOID,1329.72697,6642.521007,20180411,Apr,13.2972697,NA,1.32972697,6.642521007,Cyclopoids
2893,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44381667,-77.44155,stn55,wwc,18GO09I93,LEOMINU,MACRO,CALANOID,15.83008297,59.99917057,20180411,Apr,0.15830083,NA,0.015830083,0.059999171,Calanoids
2894,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44381667,-77.44155,stn55,wwc,18GO09I93,LEOSICI,MACRO,CALANOID,11.87256223,123.8185781,20180411,Apr,0.118725622,NA,0.011872562,0.123818578,Calanoids
2895,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44381667,-77.44155,stn55,wwc,18GO09I93,LIMMACR,MACRO,LIMNO,3.957520743,259.1104255,20180411,Apr,0.039575207,NA,0.003957521,0.259110426,Calanoids
2896,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44381667,-77.44155,stn55,wwc,18GO09I93,SKIOREG,MACRO,CALANOID,35.61768669,358.0396711,20180411,Apr,0.356176867,NA,0.035617687,0.358039671,Calanoids
3121,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44382,-77.44155,stn55,epi,18GO09I94,CYCCOPE,MACRO,CYCLOPOID,708.2315,1477.078,20180411,Apr,7.082315,NA,0.7082315,1.477078,Cyclopoids
3122,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44382,-77.44155,stn55,epi,18GO09I94,DAPSP,MACRO,DAPHNID,46.13002,35.2263,20180411,Apr,0.4613002,NA,0.04613002,0.0352263,Cladocerans
3123,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44382,-77.44155,stn55,epi,18GO09I94,DIACOPE,MACRO,CALANOID,78.69239,192.1655,20180411,Apr,0.7869239,NA,0.07869239,0.1921655,Calanoids
3124,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44382,-77.44155,stn55,epi,18GO09I94,DIYTHOM,MACRO,CYCLOPOID,447.7326,1445.646,20180411,Apr,4.477326,NA,0.4477326,1.445646,Cyclopoids
3125,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44382,-77.44155,stn55,epi,18GO09I94,LEOASHL,MACRO,CALANOID,2.713531,14.17414,20180411,Apr,0.02713531,NA,0.002713531,0.01417414,Calanoids
3126,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44382,-77.44155,stn55,epi,18GO09I94,LEOMINU,MACRO,CALANOID,48.84355,218.5268,20180411,Apr,0.4884355,NA,0.04884355,0.2185268,Calanoids
3127,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44382,-77.44155,stn55,epi,18GO09I94,LEOSICI,MACRO,CALANOID,29.84884,254.7198,20180411,Apr,0.2984884,NA,0.02984884,0.2547198,Calanoids
3128,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44382,-77.44155,stn55,epi,18GO09I94,LIMMACR,MACRO,LIMNO,3.488825,155.1937,20180411,Apr,0.03488825,NA,0.003488825,0.1551937,Calanoids
3129,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44382,-77.44155,stn55,epi,18GO09I94,SKIOREG,MACRO,CALANOID,184.5201,1541.447,20180411,Apr,1.845201,NA,0.1845201,1.541447,Calanoids
3130,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44382,-77.44155,stn55,epi,18GO09I94,COPNAUP,MICRO,pNAUPLII,489.7075,95.94581,20180411,Apr,4.897075,NA,0.4897075,0.09594581,Nauplii
3131,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44382,-77.44155,stn55,epi,18GO09I94,DREPOLYV,MICRO,VELIGER,400.6698,61.28925,20180411,Apr,4.006698,NA,0.4006698,0.06128925,Veligers
3132,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44382,-77.44155,stn55,epi,18GO09I94,KELLONG,MICRO,ROTIFER,53.42264,0.2425997,20180411,Apr,0.5342264,Kellicottia,0.05342264,2.43E-04,Rotifers
3133,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44382,-77.44155,stn55,epi,18GO09I94,KERCOCH,MICRO,ROTIFER,17.80755,0.03696405,20180411,Apr,0.1780755,Keratella,0.01780755,3.70E-05,Rotifers
3134,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44382,-77.44155,stn55,epi,18GO09I94,KEREARL,MICRO,ROTIFER,17.80755,0.0487083,20180411,Apr,0.1780755,Keratella,0.01780755,4.87E-05,Rotifers
3135,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44382,-77.44155,stn55,epi,18GO09I94,SYNSP,MICRO,ROTIFER,2662.228,121.969,20180411,Apr,26.62228,Synchaeta,2.662228,0.121969,Rotifers
3120,stn55_20180411_D_LG,4/11/2018,Early Spring,D,43.44382,-77.44155,stn55,epi,18GO09I94,BOSLONG,MACRO,BOSMINID,35.2759,56.29478,20180411,Apr,0.352759,NA,0.0352759,0.05629478,Cladocerans
2898,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765167,-77.195905,stn60,wwc,18GO10I13,CYCCOPE,MACRO,CYCLOPOID,936.9703987,2304.157658,20180411,Apr,9.369703987,NA,0.936970399,2.304157658,Cyclopoids
2899,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765167,-77.195905,stn60,wwc,18GO10I13,DIACOPE,MACRO,CALANOID,32.82380378,105.2805203,20180411,Apr,0.328238038,NA,0.032823804,0.10528052,Calanoids
2900,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765167,-77.195905,stn60,wwc,18GO10I13,DIYTHOM,MACRO,CYCLOPOID,898.1786306,3161.47687,20180411,Apr,8.981786306,NA,0.898178631,3.16147687,Cyclopoids
2901,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765167,-77.195905,stn60,wwc,18GO10I13,LEOMINU,MACRO,CALANOID,8.951946485,58.42262671,20180411,Apr,0.089519465,NA,0.008951946,0.058422627,Calanoids
2902,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765167,-77.195905,stn60,wwc,18GO10I13,LEOSICI,MACRO,CALANOID,16.41190189,167.3639232,20180411,Apr,0.164119019,NA,0.016411902,0.167363923,Calanoids
2903,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765167,-77.195905,stn60,wwc,18GO10I13,SKIOREG,MACRO,CALANOID,26.85583945,285.8920994,20180411,Apr,0.268558395,NA,0.026855839,0.285892099,Calanoids
2897,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765167,-77.195905,stn60,wwc,18GO10I13,BOSLONG,MACRO,BOSMINID,5.967964323,8.389680605,20180411,Apr,0.059679643,NA,0.005967964,0.008389681,Cladocerans
3137,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765,-77.1959,stn60,epi,18GO10I14,CYCCOPE,MACRO,CYCLOPOID,358.9261,818.098,20180411,Apr,3.589261,NA,0.3589261,0.818098,Cyclopoids
3138,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765,-77.1959,stn60,epi,18GO10I14,DIACOPE,MACRO,CALANOID,24.66846,69.07845,20180411,Apr,0.2466846,NA,0.02466846,0.06907845,Calanoids
3139,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765,-77.1959,stn60,epi,18GO10I14,DIYTHOM,MACRO,CYCLOPOID,108.5412,510.8119,20180411,Apr,1.085412,NA,0.1085412,0.5108119,Cyclopoids
3140,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765,-77.1959,stn60,epi,18GO10I14,LEOMINU,MACRO,CALANOID,27.13531,150.2832,20180411,Apr,0.2713531,NA,0.02713531,0.1502832,Calanoids
3141,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765,-77.1959,stn60,epi,18GO10I14,LEOSICI,MACRO,CALANOID,11.10081,126.2785,20180411,Apr,0.1110081,NA,0.01110081,0.1262785,Calanoids
3142,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765,-77.1959,stn60,epi,18GO10I14,LIMMACR,MACRO,LIMNO,1.58583,88.51529,20180411,Apr,0.0158583,NA,0.00158583,0.08851529,Calanoids
3143,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765,-77.1959,stn60,epi,18GO10I14,SKIOREG,MACRO,CALANOID,29.60215,288.5512,20180411,Apr,0.2960215,NA,0.02960215,0.2885512,Calanoids
3144,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765,-77.1959,stn60,epi,18GO10I14,TROPRASM,MACRO,CYCLOPOID,1.233423,0.7309857,20180411,Apr,0.01233423,NA,0.001233423,7.31E-04,Cyclopoids
3145,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765,-77.1959,stn60,epi,18GO10I14,COPNAUP,MICRO,pNAUPLII,458.8334,138.8363,20180411,Apr,4.588334,NA,0.4588334,0.1388363,Nauplii
3146,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765,-77.1959,stn60,epi,18GO10I14,DREPOLYV,MICRO,VELIGER,151.711,68.34831,20180411,Apr,1.51711,NA,0.151711,0.06834831,Veligers
3147,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765,-77.1959,stn60,epi,18GO10I14,KELLONG,MICRO,ROTIFER,22.20162,0.1118503,20180411,Apr,0.2220162,Kellicottia,0.02220162,1.12E-04,Rotifers
3148,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765,-77.1959,stn60,epi,18GO10I14,KERCOCH,MICRO,ROTIFER,11.10081,0.02069359,20180411,Apr,0.1110081,Keratella,0.01110081,2.07E-05,Rotifers
3149,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765,-77.1959,stn60,epi,18GO10I14,POLMAJO,MICRO,ROTIFER,7.400539,0.9601611,20180411,Apr,0.07400539,Polyarthra,0.007400539,9.60E-04,Rotifers
3150,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765,-77.1959,stn60,epi,18GO10I14,POLSP,MICRO,ROTIFER,25.90189,1.840803,20180411,Apr,0.2590189,Polyarthra,0.02590189,0.001840803,Rotifers
3151,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765,-77.1959,stn60,epi,18GO10I14,SYNSP,MICRO,ROTIFER,1443.105,78.65742,20180411,Apr,14.43105,Synchaeta,1.443105,0.07865742,Rotifers
3152,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765,-77.1959,stn60,epi,18GO10I14,TRISP,MICRO,ROTIFER,3.700269,0.1030932,20180411,Apr,0.03700269,Trichocerca,0.003700269,1.03E-04,Rotifers
3136,stn60_20180411_D_LG,4/11/2018,Early Spring,D,43.57765,-77.1959,stn60,epi,18GO10I14,BOSLONG,MACRO,BOSMINID,2.466846,1.843304,20180411,Apr,0.02466846,NA,0.002466846,0.001843304,Cladocerans
2905,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,wwc,18GO10I33,CYCCOPE,MACRO,CYCLOPOID,656.9304546,1533.546471,20180410,Apr,6.569304546,NA,0.656930455,1.533546471,Cyclopoids
2906,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,wwc,18GO10I33,DIACOPE,MACRO,CALANOID,5.823851548,27.8400846,20180410,Apr,0.058238515,NA,0.005823852,0.027840085,Calanoids
2907,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,wwc,18GO10I33,DIYTHOM,MACRO,CYCLOPOID,256.2494681,756.1936388,20180410,Apr,2.562494681,NA,0.256249468,0.756193639,Cyclopoids
2908,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,wwc,18GO10I33,LEOASHL,MACRO,CALANOID,1.16477031,5.72654633,20180410,Apr,0.011647703,NA,0.00116477,0.005726546,Calanoids
2909,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,wwc,18GO10I33,LEOMINU,MACRO,CALANOID,2.329540619,11.67067827,20180410,Apr,0.023295406,NA,0.002329541,0.011670678,Calanoids
2910,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,wwc,18GO10I33,LEOSICI,MACRO,CALANOID,32.61356867,434.334643,20180410,Apr,0.326135687,NA,0.032613569,0.434334643,Calanoids
2911,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,wwc,18GO10I33,LIMMACR,MACRO,LIMNO,36.69026475,1991.98828,20180410,Apr,0.366902648,NA,0.036690265,1.99198828,Calanoids
2912,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,wwc,18GO10I33,SKIOREG,MACRO,CALANOID,40.76696084,391.3196915,20180410,Apr,0.407669608,NA,0.040766961,0.391319691,Calanoids
2904,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,wwc,18GO10I33,BOSLONG,MACRO,BOSMINID,1.16477031,0.597771177,20180410,Apr,0.011647703,NA,0.00116477,5.98E-04,Cladocerans
3154,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,epi,18GO10I34,CYCCOPE,MACRO,CYCLOPOID,299.984,850.0296,20180410,Apr,2.99984,NA,0.299984,0.8500296,Cyclopoids
3155,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,epi,18GO10I34,DIACOPE,MACRO,CALANOID,18.749,110.4135,20180410,Apr,0.18749,NA,0.018749,0.1104135,Calanoids
3156,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,epi,18GO10I34,DIYTHOM,MACRO,CYCLOPOID,91.66179,319.5001,20180410,Apr,0.9166179,NA,0.09166179,0.3195001,Cyclopoids
3157,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,epi,18GO10I34,LEOASHL,MACRO,CALANOID,0.6944075,3.449473,20180410,Apr,0.006944075,NA,6.94E-04,0.003449473,Calanoids
3158,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,epi,18GO10I34,LEOMINU,MACRO,CALANOID,3.472037,18.83923,20180410,Apr,0.03472037,NA,0.003472037,0.01883923,Calanoids
3159,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,epi,18GO10I34,LEOSICI,MACRO,CALANOID,45.83089,644.8383,20180410,Apr,0.4583089,NA,0.04583089,0.6448383,Calanoids
3160,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,epi,18GO10I34,LIMMACR,MACRO,LIMNO,16.07057,920.3937,20180410,Apr,0.1607057,NA,0.01607057,0.9203937,Calanoids
3161,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,epi,18GO10I34,SKIOREG,MACRO,CALANOID,56.24701,586.7374,20180410,Apr,0.5624701,NA,0.05624701,0.5867374,Calanoids
3162,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,epi,18GO10I34,TROPRASM,MACRO,CYCLOPOID,0.6944075,0.4495994,20180410,Apr,0.006944075,NA,6.94E-04,4.50E-04,Cyclopoids
3163,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,epi,18GO10I34,COPNAUP,MICRO,pNAUPLII,124.7763,9.018523,20180410,Apr,1.247763,NA,0.1247763,0.009018523,Nauplii
3164,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,epi,18GO10I34,DREPOLYV,MICRO,VELIGER,4.991054,1.594408,20180410,Apr,0.04991054,NA,0.004991054,0.001594408,Veligers
3165,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,epi,18GO10I34,KELLONG,MICRO,ROTIFER,4.991054,0.01145259,20180410,Apr,0.04991054,Kellicottia,0.004991054,1.15E-05,Rotifers
3166,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,epi,18GO10I34,NOTSP,MICRO,ROTIFER,5.989265,0.212421,20180410,Apr,0.05989265,Other,0.005989265,2.12E-04,Rotifers
3167,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,epi,18GO10I34,SYNSP,MICRO,ROTIFER,34.93738,1.3588,20180410,Apr,0.3493738,Synchaeta,0.03493738,0.0013588,Rotifers
3153,stn63_20180410_D_LG,4/10/2018,Early Spring,D,43.73185,-77.0176,stn63,epi,18GO10I34,BOSLONG,MACRO,BOSMINID,1.388815,1.077987,20180410,Apr,0.01388815,NA,0.001388815,0.001077987,Cladocerans
2914,stn12_20180409_D_LG,4/9/2018,Early Spring,D,43.50348333,-79.35378333,stn12,wwc,18GO10I53,CYCCOPE,MACRO,CYCLOPOID,106.1032954,243.2897224,20180409,Apr,1.061032954,NA,0.106103295,0.243289722,Cyclopoids
2915,stn12_20180409_D_LG,4/9/2018,Early Spring,D,43.50348333,-79.35378333,stn12,wwc,18GO10I53,DAPGALEM,MACRO,DAPHNID,1.000974485,0.838102839,20180409,Apr,0.010009745,NA,0.001000974,8.38E-04,Cladocerans
2916,stn12_20180409_D_LG,4/9/2018,Early Spring,D,43.50348333,-79.35378333,stn12,wwc,18GO10I53,DAPSP,MACRO,DAPHNID,2.00194897,1.548862842,20180409,Apr,0.02001949,NA,0.002001949,0.001548863,Cladocerans
2917,stn12_20180409_D_LG,4/9/2018,Early Spring,D,43.50348333,-79.35378333,stn12,wwc,18GO10I53,DIACOPE,MACRO,CALANOID,123.1198616,180.525219,20180409,Apr,1.231198616,NA,0.123119862,0.180525219,Calanoids
2918,stn12_20180409_D_LG,4/9/2018,Early Spring,D,43.50348333,-79.35378333,stn12,wwc,18GO10I53,DIYTHOM,MACRO,CYCLOPOID,177.1724838,1124.349426,20180409,Apr,1.771724838,NA,0.177172484,1.124349426,Cyclopoids
2919,stn12_20180409_D_LG,4/9/2018,Early Spring,D,43.50348333,-79.35378333,stn12,wwc,18GO10I53,LEOMINU,MACRO,CALANOID,3.002923455,18.01874044,20180409,Apr,0.030029235,NA,0.003002923,0.01801874,Calanoids
2920,stn12_20180409_D_LG,4/9/2018,Early Spring,D,43.50348333,-79.35378333,stn12,wwc,18GO10I53,LEOSICI,MACRO,CALANOID,42.04092836,526.9269997,20180409,Apr,0.420409284,NA,0.042040928,0.526927,Calanoids
2921,stn12_20180409_D_LG,4/9/2018,Early Spring,D,43.50348333,-79.35378333,stn12,wwc,18GO10I53,LIMCOPE,MACRO,LIMNO,6.005846909,19.00460466,20180409,Apr,0.060058469,NA,0.006005847,0.019004605,Calanoids
2922,stn12_20180409_D_LG,4/9/2018,Early Spring,D,43.50348333,-79.35378333,stn12,wwc,18GO10I53,LIMMACR,MACRO,LIMNO,2.752679833,162.368053,20180409,Apr,0.027526798,NA,0.00275268,0.162368053,Calanoids
2923,stn12_20180409_D_LG,4/9/2018,Early Spring,D,43.50348333,-79.35378333,stn12,wwc,18GO10I53,SKIOREG,MACRO,CALANOID,9.509257606,102.6711666,20180409,Apr,0.095092576,NA,0.009509258,0.102671167,Calanoids
2913,stn12_20180409_D_LG,4/9/2018,Early Spring,D,43.50348333,-79.35378333,stn12,wwc,18GO10I53,BOSLONG,MACRO,BOSMINID,10.00974485,7.824725625,20180409,Apr,0.100097448,NA,0.010009745,0.007824726,Cladocerans
3168,stn12_20180409_D_LG,4/9/2018,Early Spring,D,43.50348,-79.35378,stn12,epi,18GO10I54,BOSLONG,MACRO,BOSMINID,8.918065,7.213526,20180409,Apr,0.08918065,NA,0.008918065,0.007213526,Cladocerans
3174,stn12_20180409_D_LG,4/9/2018,Early Spring,D,43.50348,-79.35378,stn12,epi,18GO10I54,EUBCORE,MACRO,BOSMINID,0.495448,1.318117,20180409,Apr,0.00495448,NA,4.95E-04,0.001318117,Cladocerans
3169,stn12_20180409_D_LG,4/9/2018,Early Spring,D,43.50348,-79.35378,stn12,epi,18GO10I54,CYCCOPE,MACRO,CYCLOPOID,77.2899,108.2704,20180409,Apr,0.772899,NA,0.0772899,0.1082704,Cyclopoids
