EventCodeKey,CollectionDate,Transect,Basin,DN,Lat,Long,SiteDepth,SAMPLENUM,EventCode,Station,Date,Mesh,Strata,Depth (m),SPECCODE,CountType,SUMGROUP,Density #m3,Biomass ug m3,Density_L,Biomass_L,Areal Density m2,Areal Biomass m2
stn9_20180524_D_LJ,5/24/2018,1,W,D,43.586667,-79.395,61,DFO283-wz,stn9_20180524_D_LJ,9,5/24/2018,153,wwc,59,DIYTHOM,MACRO,CYCLOPOID,18.52659111,79.33385203,0.018526591,0.079333852,1093.068875,4680.69727
stn9_20180524_D_LJ,5/24/2018,1,W,D,43.586667,-79.395,61,DFO283-wz,stn9_20180524_D_LJ,9,5/24/2018,153,wwc,59,LIMCOPE,MACRO,LIMNO,70.40104621,1097.607086,0.070401046,1.097607086,4153.661726,64758.81809
stn9_20180524_D_LJ,5/24/2018,1,W,D,43.586667,-79.395,61,DFO283-wz,stn9_20180524_D_LJ,9,5/24/2018,153,wwc,59,TROPRASM,MACRO,CYCLOPOID,33.34786399,13.08525721,0.033347864,0.013085257,1967.523976,772.0301755
stn9_20180620_D_Cisco,6/20/2018,1,W,D,43.586667,-79.395,66.8,DFO302-wz,stn9_20180620_D_Cisco,9,6/20/2018,153,wwc,65,BOSLONG,MACRO,BOSMINID,5.484818805,15.41136865,0.005484819,0.015411369,356.5132223,1001.738963
stn9_20180620_D_Cisco,6/20/2018,1,W,D,43.586667,-79.395,66.8,DFO302-wz,stn9_20180620_D_Cisco,9,6/20/2018,153,wwc,65,CECPENG,MACRO,CERC,2.056807052,19.24815949,0.002056807,0.019248159,133.6924584,1251.130367
stn9_20180620_D_Cisco,6/20/2018,1,W,D,43.586667,-79.395,66.8,DFO302-wz,stn9_20180620_D_Cisco,9,6/20/2018,153,wwc,65,CYCCOPE,MACRO,CYCLOPOID,625.2693438,910.6896445,0.625269344,0.910689645,40642.50735,59194.82689
stn9_20180620_D_Cisco,6/20/2018,1,W,D,43.586667,-79.395,66.8,DFO302-wz,stn9_20180620_D_Cisco,9,6/20/2018,153,wwc,65,DAPGALEM,MACRO,DAPHNID,21.93927522,185.1503396,0.021939275,0.18515034,1426.052889,12034.77207
stn9_20180620_D_Cisco,6/20/2018,1,W,D,43.586667,-79.395,66.8,DFO302-wz,stn9_20180620_D_Cisco,9,6/20/2018,153,wwc,65,DIACOPE,MACRO,CALANOID,564.9363369,1734.495394,0.564936337,1.734495394,36720.8619,112742.2006
stn9_20180620_D_Cisco,6/20/2018,1,W,D,43.586667,-79.395,66.8,DFO302-wz,stn9_20180620_D_Cisco,9,6/20/2018,153,wwc,65,DIYTHOM,MACRO,CYCLOPOID,54.84818805,323.6024314,0.054848188,0.323602431,3565.132223,21034.15804
stn9_20180620_D_Cisco,6/20/2018,1,W,D,43.586667,-79.395,66.8,DFO302-wz,stn9_20180620_D_Cisco,9,6/20/2018,153,wwc,65,LEOSICI,MACRO,CALANOID,5.484818805,70.09598433,0.005484819,0.070095984,356.5132223,4556.238981
stn9_20180620_D_Cisco,6/20/2018,1,W,D,43.586667,-79.395,66.8,DFO302-wz,stn9_20180620_D_Cisco,9,6/20/2018,153,wwc,65,LIMCOPE,MACRO,LIMNO,87.75710088,1611.059363,0.087757101,1.611059363,5704.211557,104718.8586
stn9_20180620_D_Cisco,6/20/2018,1,W,D,43.586667,-79.395,66.8,DFO302-wz,stn9_20180620_D_Cisco,9,6/20/2018,153,wwc,65,LIMMACR,MACRO,LIMNO,49.36336925,2815.197223,0.049363369,2.815197223,3208.619001,182987.8195
stn9_20180620_D_Cisco,6/20/2018,1,W,D,43.586667,-79.395,66.8,DFO302-wz,stn9_20180620_D_Cisco,9,6/20/2018,153,wwc,65,TROPRASM,MACRO,CYCLOPOID,5.484818805,2.629667327,0.005484819,0.002629667,356.5132223,170.9283763
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO321-wz,stn9_20180905_D_Cisco,9,9/5/2018,153,wwc,64,BOSLONG,MACRO,BOSMINID,125.2489841,241.8712304,0.125248984,0.24187123,8015.934985,15479.75875
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO321-wz,stn9_20180905_D_Cisco,9,9/5/2018,153,wwc,64,CECPENG,MACRO,CERC,33.14476934,149.7236295,0.033144769,0.14972363,2121.265238,9582.312286
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO321-wz,stn9_20180905_D_Cisco,9,9/5/2018,153,wwc,64,CYCCOPE,MACRO,CYCLOPOID,946.325658,1454.070688,0.946325658,1.454070688,60564.84211,93060.52404
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO321-wz,stn9_20180905_D_Cisco,9,9/5/2018,153,wwc,64,DAPGALEM,MACRO,DAPHNID,514.9124904,2725.288713,0.51491249,2.725288713,32954.39938,174418.4776
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO321-wz,stn9_20180905_D_Cisco,9,9/5/2018,153,wwc,64,DAPRETR,MACRO,DAPHNID,528.8290442,1765.727557,0.528829044,1.765727557,33845.05883,113006.5636
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO321-wz,stn9_20180905_D_Cisco,9,9/5/2018,153,wwc,64,DIACOPE,MACRO,CALANOID,180.9151993,649.0172058,0.180915199,0.649017206,11578.57276,41537.10117
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO321-wz,stn9_20180905_D_Cisco,9,9/5/2018,153,wwc,64,DIYTHOM,MACRO,CYCLOPOID,97.41587656,411.5306966,0.097415877,0.411530697,6234.6161,26337.96458
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO321-wz,stn9_20180905_D_Cisco,9,9/5/2018,153,wwc,64,EUBCORE,MACRO,BOSMINID,97.41587656,182.0806339,0.097415877,0.182080634,6234.6161,11653.16057
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO321-wz,stn9_20180905_D_Cisco,9,9/5/2018,153,wwc,64,HOLGIBB,MACRO,NDAP,55.66621518,86.7644945,0.055666215,0.086764495,3562.637771,5552.927648
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO321-wz,stn9_20180905_D_Cisco,9,9/5/2018,153,wwc,64,LEOMINU,MACRO,CALANOID,69.58276897,424.3056145,0.069582769,0.424305615,4453.297214,27155.55933
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO321-wz,stn9_20180905_D_Cisco,9,9/5/2018,153,wwc,64,LEOSICI,MACRO,CALANOID,69.58276897,886.4171718,0.069582769,0.886417172,4453.297214,56730.699
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO321-wz,stn9_20180905_D_Cisco,9,9/5/2018,153,wwc,64,LETKIND,MACRO,NDAP,13.91655379,192.8942502,0.013916554,0.19289425,890.6594428,12345.23201
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO321-wz,stn9_20180905_D_Cisco,9,9/5/2018,153,wwc,64,LIMMACR,MACRO,LIMNO,111.3324304,6896.621863,0.11133243,6.896621863,7125.275542,441383.7992
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO321-wz,stn9_20180905_D_Cisco,9,9/5/2018,153,wwc,64,POYPEDI,MACRO,NDAP,83.49932276,721.9282904,0.083499323,0.72192829,5343.956657,46203.41058
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO321-wz,stn9_20180905_D_Cisco,9,9/5/2018,153,wwc,64,SKIOREG,MACRO,CALANOID,69.58276897,660.7460605,0.069582769,0.660746061,4453.297214,42287.74787
stn9_20181003_D_Cisco,10/3/2018,1,W,D,43.586667,-79.395,70.7,DFO341-wz,stn9_20181003_D_Cisco,9,10/3/2018,153,wwc,65,BOSLONG,MACRO,BOSMINID,214.8181545,326.2290227,0.214818155,0.326229023,13963.18004,21204.88648
stn9_20181003_D_Cisco,10/3/2018,1,W,D,43.586667,-79.395,70.7,DFO341-wz,stn9_20181003_D_Cisco,9,10/3/2018,153,wwc,65,BYTLONG,MACRO,BYTH,0.180342651,11.75063956,0.000180343,0.01175064,11.72227232,763.7915714
stn9_20181003_D_Cisco,10/3/2018,1,W,D,43.586667,-79.395,70.7,DFO341-wz,stn9_20181003_D_Cisco,9,10/3/2018,153,wwc,65,CECPENG,MACRO,CERC,16.35106703,85.65143397,0.016351067,0.085651434,1062.819357,5567.343208
stn9_20181003_D_Cisco,10/3/2018,1,W,D,43.586667,-79.395,70.7,DFO341-wz,stn9_20181003_D_Cisco,9,10/3/2018,153,wwc,65,CYCCOPE,MACRO,CYCLOPOID,2424.376315,2466.546297,2.424376315,2.466546297,157584.4605,160325.5093
stn9_20181003_D_Cisco,10/3/2018,1,W,D,43.586667,-79.395,70.7,DFO341-wz,stn9_20181003_D_Cisco,9,10/3/2018,153,wwc,65,DAPGALEM,MACRO,DAPHNID,951.3375413,3439.804127,0.951337541,3.439804127,61836.94019,223587.2682
stn9_20181003_D_Cisco,10/3/2018,1,W,D,43.586667,-79.395,70.7,DFO341-wz,stn9_20181003_D_Cisco,9,10/3/2018,153,wwc,65,DAPRETR,MACRO,DAPHNID,184.1298467,821.5122622,0.184129847,0.821512262,11968.44004,53398.29704
stn9_20181003_D_Cisco,10/3/2018,1,W,D,43.586667,-79.395,70.7,DFO341-wz,stn9_20181003_D_Cisco,9,10/3/2018,153,wwc,65,DIACOPE,MACRO,CALANOID,1902.675083,3651.522294,1.902675083,3.651522294,123673.8804,237348.9491
stn9_20181003_D_Cisco,10/3/2018,1,W,D,43.586667,-79.395,70.7,DFO341-wz,stn9_20181003_D_Cisco,9,10/3/2018,153,wwc,65,DIYTHOM,MACRO,CYCLOPOID,429.636309,1479.309984,0.429636309,1.479309984,27926.36008,96155.14897
stn9_20181003_D_Cisco,10/3/2018,1,W,D,43.586667,-79.395,70.7,DFO341-wz,stn9_20181003_D_Cisco,9,10/3/2018,153,wwc,65,EUBCORE,MACRO,BOSMINID,30.68830778,49.33250935,0.030688308,0.049332509,1994.740006,3206.613107
stn9_20181003_D_Cisco,10/3/2018,1,W,D,43.586667,-79.395,70.7,DFO341-wz,stn9_20181003_D_Cisco,9,10/3/2018,153,wwc,65,HOLGIBB,MACRO,NDAP,30.68830778,17.90706882,0.030688308,0.017907069,1994.740006,1163.959473
stn9_20181003_D_Cisco,10/3/2018,1,W,D,43.586667,-79.395,70.7,DFO341-wz,stn9_20181003_D_Cisco,9,10/3/2018,153,wwc,65,LEOMINU,MACRO,CALANOID,30.68830778,236.1390422,0.030688308,0.236139042,1994.740006,15349.03775
stn9_20181003_D_Cisco,10/3/2018,1,W,D,43.586667,-79.395,70.7,DFO341-wz,stn9_20181003_D_Cisco,9,10/3/2018,153,wwc,65,LIMMACR,MACRO,LIMNO,61.37661557,3357.114728,0.061376616,3.357114728,3989.480012,218212.4573
stn9_20181003_D_Cisco,10/3/2018,1,W,D,43.586667,-79.395,70.7,DFO341-wz,stn9_20181003_D_Cisco,9,10/3/2018,153,wwc,65,SKIOREG,MACRO,CALANOID,153.4415389,1113.753468,0.153441539,1.113753468,9973.70003,72393.97539
stn9_20180725_D_LEII,7/25/2018,1,W,D,43.587,-79.395,60,8171-a,stn9_20180725_D_LEII,9,7/25/2018,64,epi,20,COLSP,MICRO,ROTIFER,10178.59523,239.7041161,10.17859523,0.239704116,203571.9046,4794.082321
stn9_20180725_D_LEII,7/25/2018,1,W,D,43.587,-79.395,60,8171-a,stn9_20180725_D_LEII,9,7/25/2018,64,epi,20,COPNAUP,MICRO,pNAUPLII,1071.431077,133.1472779,1.071431077,0.133147278,21428.62154,2662.945558
stn9_20180725_D_LEII,7/25/2018,1,W,D,43.587,-79.395,60,8171-a,stn9_20180725_D_LEII,9,7/25/2018,64,epi,20,DREPOLYV,MICRO,VELIGER,28035.77985,4545.934394,28.03577985,4.545934394,560715.5969,90918.68788
stn9_20180725_D_LEII,7/25/2018,1,W,D,43.587,-79.395,60,8171-a,stn9_20180725_D_LEII,9,7/25/2018,64,epi,20,GASSP,MICRO,ROTIFER,1785.718461,43.81277031,1.785718461,0.04381277,35714.36923,876.2554062
stn9_20180725_D_LEII,7/25/2018,1,W,D,43.587,-79.395,60,8171-a,stn9_20180725_D_LEII,9,7/25/2018,64,epi,20,KERSP,MICRO,ROTIFER,9464.307846,27.5470851,9.464307846,0.027547085,189286.1569,550.9417019
stn9_20180725_D_LEII,7/25/2018,1,W,D,43.587,-79.395,60,8171-a,stn9_20180725_D_LEII,9,7/25/2018,64,epi,20,PLOSP,MICRO,ROTIFER,4821.439846,441.8180114,4.821439846,0.441818011,96428.79692,8836.360227
stn9_20180725_D_LEII,7/25/2018,1,W,D,43.587,-79.395,60,8171-a,stn9_20180725_D_LEII,9,7/25/2018,64,epi,20,POLSP,MICRO,ROTIFER,3035.721385,118.5519309,3.035721385,0.118551931,60714.42769,2371.038618
stn9_20180725_D_LEII,7/25/2018,1,W,D,43.587,-79.395,60,8171-a,stn9_20180725_D_LEII,9,7/25/2018,64,epi,20,SYNSP,MICRO,ROTIFER,5178.583538,177.0704887,5.178583538,0.177070489,103571.6708,3541.409774
stn9_20180524_D_LJ,5/24/2018,1,W,D,43.586667,-79.395,61,DFO284-a,stn9_20180524_D_LJ,9,5/24/2018,64,epi,20,COPNAUP,MICRO,pNAUPLII,8631.268437,1561.486534,8.631268437,1.561486534,172625.3687,31229.73068
stn9_20180524_D_LJ,5/24/2018,1,W,D,43.586667,-79.395,61,DFO284-a,stn9_20180524_D_LJ,9,5/24/2018,64,epi,20,DREPOLYV,MICRO,VELIGER,61960.17699,9273.357853,61.96017699,9.273357853,1239203.54,185467.1571
stn9_20180524_D_LJ,5/24/2018,1,W,D,43.586667,-79.395,61,DFO284-a,stn9_20180524_D_LJ,9,5/24/2018,64,epi,20,KERSP,MICRO,ROTIFER,924.7787611,3.952741785,0.924778761,0.003952742,18495.57522,79.05483569
stn9_20180524_D_LJ,5/24/2018,1,W,D,43.586667,-79.395,61,DFO284-a,stn9_20180524_D_LJ,9,5/24/2018,64,epi,20,POLSP,MICRO,ROTIFER,308.259587,13.33894177,0.308259587,0.013338942,6165.19174,266.7788354
stn9_20180524_D_LJ,5/24/2018,1,W,D,43.586667,-79.395,61,DFO284-a,stn9_20180524_D_LJ,9,5/24/2018,64,epi,20,SYNSP,MICRO,ROTIFER,74907.07965,1157.396778,74.90707965,1.157396778,1498141.593,23147.93557
stn9_20180620_D_Cisco,6/20/2018,1,W,D,43.586667,-79.395,66.8,DFO303-a,stn9_20180620_D_Cisco,9,6/20/2018,64,epi,20,COPNAUP,MICRO,pNAUPLII,16275,1283.181047,16.275,1.283181047,325500,25663.62094
stn9_20180620_D_Cisco,6/20/2018,1,W,D,43.586667,-79.395,66.8,DFO303-a,stn9_20180620_D_Cisco,9,6/20/2018,64,epi,20,DREPOLYV,MICRO,VELIGER,83825,23733.50963,83.825,23.73350963,1676500,474670.1925
stn9_20180620_D_Cisco,6/20/2018,1,W,D,43.586667,-79.395,66.8,DFO303-a,stn9_20180620_D_Cisco,9,6/20/2018,64,epi,20,KERSP,MICRO,ROTIFER,4900,23.94693896,4.9,0.023946939,98000,478.9387792
stn9_20180620_D_Cisco,6/20/2018,1,W,D,43.586667,-79.395,66.8,DFO303-a,stn9_20180620_D_Cisco,9,6/20/2018,64,epi,20,PLOSP,MICRO,ROTIFER,875,24.081841,0.875,0.024081841,17500,481.63682
stn9_20180620_D_Cisco,6/20/2018,1,W,D,43.586667,-79.395,66.8,DFO303-a,stn9_20180620_D_Cisco,9,6/20/2018,64,epi,20,POLSP,MICRO,ROTIFER,2450,67.81736269,2.45,0.067817363,49000,1356.347254
stn9_20180620_D_Cisco,6/20/2018,1,W,D,43.586667,-79.395,66.8,DFO303-a,stn9_20180620_D_Cisco,9,6/20/2018,64,epi,20,SYNSP,MICRO,ROTIFER,69125,1409.35641,69.125,1.40935641,1382500,28187.12821
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO322-a,stn9_20180905_D_Cisco,9,9/5/2018,64,epi,14,ASCSP,MICRO,ROTIFER,1486.956522,16.8085367,1.486956522,0.016808537,20817.3913,235.3195137
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO322-a,stn9_20180905_D_Cisco,9,9/5/2018,64,epi,14,COLSP,MICRO,ROTIFER,4791.304348,51.18856599,4.791304348,0.051188566,67078.26087,716.6399239
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO322-a,stn9_20180905_D_Cisco,9,9/5/2018,64,epi,14,COPNAUP,MICRO,pNAUPLII,2973.913043,306.2576318,2.973913043,0.306257632,41634.78261,4287.606845
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO322-a,stn9_20180905_D_Cisco,9,9/5/2018,64,epi,14,DREPOLYV,MICRO,VELIGER,17347.82609,4924.284196,17.34782609,4.924284196,242869.5652,68939.97875
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO322-a,stn9_20180905_D_Cisco,9,9/5/2018,64,epi,14,KERSP,MICRO,ROTIFER,19165.21739,42.14866163,19.16521739,0.042148662,268313.0435,590.0812628
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO322-a,stn9_20180905_D_Cisco,9,9/5/2018,64,epi,14,PLOSP,MICRO,ROTIFER,330.4347826,75.17420052,0.330434783,0.075174201,4626.086957,1052.438807
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO322-a,stn9_20180905_D_Cisco,9,9/5/2018,64,epi,14,POLSP,MICRO,ROTIFER,165.2173913,3.70965913,0.165217391,0.003709659,2313.043478,51.93522783
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO322-a,stn9_20180905_D_Cisco,9,9/5/2018,64,epi,14,SYNSP,MICRO,ROTIFER,330.4347826,3.077329217,0.330434783,0.003077329,4626.086957,43.08260904
stn9_20180905_D_Cisco,9/5/2018,1,W,D,43.586667,-79.395,66.1,DFO322-a,stn9_20180905_D_Cisco,9,9/5/2018,64,epi,14,TRISP,MICRO,ROTIFER,165.2173913,12.72173913,0.165217391,0.012721739,2313.043478,178.1043478
stn9_20181003_D_Cisco,10/3/2018,1,W,D,43.586667,-79.395,70.7,DFO342-a,stn9_20181003_D_Cisco,9,10/3/2018,64,epi,36,COLSP,MICRO,ROTIFER,1150.10142,11.84103018,1.15010142,0.01184103,41403.65112,426.2770866
stn9_20181003_D_Cisco,10/3/2018,1,W,D,43.586667,-79.395,70.7,DFO342-a,stn9_20181003_D_Cisco,9,10/3/2018,64,epi,36,COPNAUP,MICRO,pNAUPLII,22235.29412,3247.178578,22.23529412,3.247178578,800470.5882,116898.4288
stn9_20181003_D_Cisco,10/3/2018,1,W,D,43.586667,-79.395,70.7,DFO342-a,stn9_20181003_D_Cisco,9,10/3/2018,64,epi,36,DREPOLYV,MICRO,VELIGER,18784.98986,18503.88633,18.78498986,18.50388633,676259.6349,666139.908
stn9_20181003_D_Cisco,10/3/2018,1,W,D,43.586667,-79.395,70.7,DFO342-a,stn9_20181003_D_Cisco,9,10/3/2018,64,epi,36,KERSP,MICRO,ROTIFER,32969.57404,56.77864053,32.96957404,0.056778641,1186904.665,2044.031059
stn9_20181003_D_Cisco,10/3/2018,1,W,D,43.586667,-79.395,70.7,DFO342-a,stn9_20181003_D_Cisco,9,10/3/2018,64,epi,36,PLOSP,MICRO,ROTIFER,2683.56998,74.95827791,2.68356998,0.074958278,96608.51927,2698.498005
stn9_20181003_D_Cisco,10/3/2018,1,W,D,43.586667,-79.395,70.7,DFO342-a,stn9_20181003_D_Cisco,9,10/3/2018,64,epi,36,POLSP,MICRO,ROTIFER,5750.507099,188.0405823,5.750507099,0.188040582,207018.2556,6769.460964
stn9_20181003_D_Cisco,10/3/2018,1,W,D,43.586667,-79.395,70.7,DFO342-a,stn9_20181003_D_Cisco,9,10/3/2018,64,epi,36,SYNSP,MICRO,ROTIFER,3066.93712,78.72923811,3.06693712,0.078729238,110409.7363,2834.252572
stn9_20181003_D_Cisco,10/3/2018,1,W,D,43.586667,-79.395,70.7,DFO342-a,stn9_20181003_D_Cisco,9,10/3/2018,64,epi,36,TRISP,MICRO,ROTIFER,766.7342799,59.03853955,0.76673428,0.05903854,27602.43408,2125.387424
stn84_20180801_D_Limnos,8/1/2018,GLISP,W,D,43.885833,-76.732778,36.4,DFO388-wz,stn84_20180801_D_Limnos,84,8/1/2018,153,wwc,34,BOSLONG,MACRO,BOSMINID,784.1007819,1155.45336,0.784100782,1.15545336,26659.42659,39285.41423
stn84_20180801_D_Limnos,8/1/2018,GLISP,W,D,43.885833,-76.732778,36.4,DFO388-wz,stn84_20180801_D_Limnos,84,8/1/2018,153,wwc,34,BYTLONG,MACRO,BYTH,0.724008109,127.299466,0.000724008,0.127299466,24.6162757,4328.181844
stn84_20180801_D_Limnos,8/1/2018,GLISP,W,D,43.885833,-76.732778,36.4,DFO388-wz,stn84_20180801_D_Limnos,84,8/1/2018,153,wwc,34,CECPENG,MACRO,CERC,428.3231972,2647.783885,0.428323197,2.647783885,14562.98871,90024.65207
stn84_20180801_D_Limnos,8/1/2018,GLISP,W,D,43.885833,-76.732778,36.4,DFO388-wz,stn84_20180801_D_Limnos,84,8/1/2018,153,wwc,34,CYCCOPE,MACRO,CYCLOPOID,2404.575731,2766.734866,2.404575731,2.766734866,81755.57486,94068.98543
stn84_20180801_D_Limnos,8/1/2018,GLISP,W,D,43.885833,-76.732778,36.4,DFO388-wz,stn84_20180801_D_Limnos,84,8/1/2018,153,wwc,34,DAPGALEM,MACRO,DAPHNID,679.554011,3215.705564,0.679554011,3.215705564,23104.83637,109333.9892
stn84_20180801_D_Limnos,8/1/2018,GLISP,W,D,43.885833,-76.732778,36.4,DFO388-wz,stn84_20180801_D_Limnos,84,8/1/2018,153,wwc,34,DAPRETR,MACRO,DAPHNID,2456.849117,7750.094058,2.456849117,7.750094058,83532.86997,263503.198
stn84_20180801_D_Limnos,8/1/2018,GLISP,W,D,43.885833,-76.732778,36.4,DFO388-wz,stn84_20180801_D_Limnos,84,8/1/2018,153,wwc,34,DIACOPE,MACRO,CALANOID,365.9136982,951.3961675,0.365913698,0.951396168,12441.06574,32347.46969
stn84_20180801_D_Limnos,8/1/2018,GLISP,W,D,43.885833,-76.732778,36.4,DFO388-wz,stn84_20180801_D_Limnos,84,8/1/2018,153,wwc,34,DIYTHOM,MACRO,CYCLOPOID,3763.683753,14253.61755,3.763683753,14.25361755,127965.2476,484622.9965
stn84_20180801_D_Limnos,8/1/2018,GLISP,W,D,43.885833,-76.732778,36.4,DFO388-wz,stn84_20180801_D_Limnos,84,8/1/2018,153,wwc,34,EPILACU,MACRO,CALANOID,52.27338546,725.0649332,0.052273385,0.725064933,1777.295106,24652.20773
