Season,Mesh,Lake,Station,SPECCODE,Species,Year,Density_m3,Biomass ug_m3
Summer,153,Erie,ER61,DAPLUMH,Daphnia lumholtzi,2015,0.595667623,1.230938146
Summer,153,Erie,ER91M,DAPLUMH,Daphnia lumholtzi,2015,0,0
Summer,153,Erie,ER92,DAPLUMH,Daphnia lumholtzi,2015,0,0
Summer,153,Erie,ER58,DAPLUMH,Daphnia lumholtzi,2016,0,0
Summer,153,Erie,ER59,DAPLUMH,Daphnia lumholtzi,2016,0,0
Summer,153,Erie,ER60,DAPLUMH,Daphnia lumholtzi,2016,6.150915675,16.10410683
Summer,153,Erie,ER61,DAPLUMH,Daphnia lumholtzi,2016,4.878312432,3.090985471
Summer,153,Erie,ER91M,DAPLUMH,Daphnia lumholtzi,2016,0,0
Summer,153,Erie,ER92,DAPLUMH,Daphnia lumholtzi,2016,0,0
Summer,153,Erie,ER58,DAPLUMH,Daphnia lumholtzi,2017,0,0
Summer,153,Erie,ER59,DAPLUMH,Daphnia lumholtzi,2017,0,0
Summer,153,Erie,ER60,DAPLUMH,Daphnia lumholtzi,2017,0,0
Summer,153,Erie,ER61,DAPLUMH,Daphnia lumholtzi,2017,11.47062653,14.43895043
Summer,153,Erie,ER91M,DAPLUMH,Daphnia lumholtzi,2017,0,0
Summer,153,Erie,ER92,DAPLUMH,Daphnia lumholtzi,2017,0,0
Summer,153,Erie,ER58,DAPLUMH,Daphnia lumholtzi,2018,0,0
Summer,153,Erie,ER59,DAPLUMH,Daphnia lumholtzi,2018,0,0
Summer,153,Erie,ER60,DAPLUMH,Daphnia lumholtzi,2018,9.937479374,8.046833601
Summer,153,Erie,ER61,DAPLUMH,Daphnia lumholtzi,2018,0,0
Summer,153,Erie,ER91M,DAPLUMH,Daphnia lumholtzi,2018,0,0
Summer,153,Erie,ER92,DAPLUMH,Daphnia lumholtzi,2018,0,0
Summer,153,Erie,ER58,DAPLUMH,Daphnia lumholtzi,2019,0,0
Summer,153,Erie,ER59,DAPLUMH,Daphnia lumholtzi,2019,0,0
Summer,153,Erie,ER60,DAPLUMH,Daphnia lumholtzi,2019,3.360025188,2.560159233
Summer,153,Erie,ER61,DAPLUMH,Daphnia lumholtzi,2019,0,0
Summer,153,Erie,ER91M,DAPLUMH,Daphnia lumholtzi,2019,0,0
Summer,153,Erie,ER92,DAPLUMH,Daphnia lumholtzi,2019,0,0
Summer,153,Erie,ER58,EUBCORE,Eubosmina coregoni,2012,12041.54878,11796.42354
Summer,153,Erie,ER59,EUBCORE,Eubosmina coregoni,2012,10349.36532,11054.03238
Summer,153,Erie,ER60,EUBCORE,Eubosmina coregoni,2012,15794.03142,17166.99913
Summer,153,Erie,ER61,EUBCORE,Eubosmina coregoni,2012,1.71376209,5.202910261
Summer,153,Erie,ER91M,EUBCORE,Eubosmina coregoni,2012,604.3634472,820.0382409
Summer,153,Erie,ER92,EUBCORE,Eubosmina coregoni,2012,10704.84352,9854.209504
Summer,153,Erie,ER58,EUBCORE,Eubosmina coregoni,2013,84799.82399,101298.556
Summer,153,Erie,ER59,EUBCORE,Eubosmina coregoni,2013,7482.337411,9423.251376
Summer,153,Erie,ER60,EUBCORE,Eubosmina coregoni,2013,2649.9945,3072.677712
Summer,153,Erie,ER61,EUBCORE,Eubosmina coregoni,2013,0,0
Summer,153,Erie,ER91M,EUBCORE,Eubosmina coregoni,2013,2082.138535,2674.826133
Summer,153,Erie,ER92,EUBCORE,Eubosmina coregoni,2013,25198.60841,36602.19668
Summer,153,Erie,ER58,EUBCORE,Eubosmina coregoni,2014,19333.59074,35008.01488
Summer,153,Erie,ER59,EUBCORE,Eubosmina coregoni,2014,97295.16229,165007.9008
Summer,153,Erie,ER60,EUBCORE,Eubosmina coregoni,2014,37.65008357,36.64886046
Summer,153,Erie,ER61,EUBCORE,Eubosmina coregoni,2014,1558.992349,1320.625452
Summer,153,Erie,ER91M,EUBCORE,Eubosmina coregoni,2014,1923.120632,2453.695366
Summer,153,Erie,ER92,EUBCORE,Eubosmina coregoni,2014,14705.49514,19135.78571
Summer,153,Erie,ER58,EUBCORE,Eubosmina coregoni,2015,1181.804565,1868.753684
Summer,153,Erie,ER59,EUBCORE,Eubosmina coregoni,2015,21385.92052,34849.41319
Summer,153,Erie,ER60,EUBCORE,Eubosmina coregoni,2015,10.35943693,14.9297871
Summer,153,Erie,ER61,EUBCORE,Eubosmina coregoni,2015,1.191335247,0.78975044
Summer,153,Erie,ER91M,EUBCORE,Eubosmina coregoni,2015,4891.217918,6713.338562
Summer,153,Erie,ER92,EUBCORE,Eubosmina coregoni,2015,6763.709787,9653.395501
Summer,153,Erie,ER58,EUBCORE,Eubosmina coregoni,2016,306.5206311,323.3456272
Summer,153,Erie,ER59,EUBCORE,Eubosmina coregoni,2016,1191.335247,1542.78747
Summer,153,Erie,ER60,EUBCORE,Eubosmina coregoni,2016,12.30183135,9.88572232
Summer,153,Erie,ER61,EUBCORE,Eubosmina coregoni,2016,19.51324973,14.72777274
Summer,153,Erie,ER91M,EUBCORE,Eubosmina coregoni,2016,776.7038617,1005.97065
Summer,153,Erie,ER92,EUBCORE,Eubosmina coregoni,2016,912.7165195,1146.305502
Summer,153,Erie,ER58,EUBCORE,Eubosmina coregoni,2017,23.74339477,35.64850838
Summer,153,Erie,ER59,EUBCORE,Eubosmina coregoni,2017,174.1182283,264.0963432
Summer,153,Erie,ER60,EUBCORE,Eubosmina coregoni,2017,47.48678955,72.51943562
Summer,153,Erie,ER61,EUBCORE,Eubosmina coregoni,2017,0,0
Summer,153,Erie,ER91M,EUBCORE,Eubosmina coregoni,2017,2460.870961,3714.467423
Summer,153,Erie,ER92,EUBCORE,Eubosmina coregoni,2017,485.0436361,692.2298404
Summer,153,Erie,ER58,EUBCORE,Eubosmina coregoni,2018,16099.92113,17328.26794
Summer,153,Erie,ER59,EUBCORE,Eubosmina coregoni,2018,58187.99033,71636.38271
Summer,153,Erie,ER60,EUBCORE,Eubosmina coregoni,2018,390.8741887,429.6213921
Summer,153,Erie,ER61,EUBCORE,Eubosmina coregoni,2018,301.3333589,322.7159615
Summer,153,Erie,ER91M,EUBCORE,Eubosmina coregoni,2018,40466.0049,39376.40475
Summer,153,Erie,ER92,EUBCORE,Eubosmina coregoni,2018,6181.797514,7123.610785
Summer,153,Erie,ER58,EUBCORE,Eubosmina coregoni,2019,440.3233008,457.6600062
Summer,153,Erie,ER59,EUBCORE,Eubosmina coregoni,2019,6357.167656,9334.33569
Summer,153,Erie,ER60,EUBCORE,Eubosmina coregoni,2019,117.6008816,195.7936501
Summer,153,Erie,ER61,EUBCORE,Eubosmina coregoni,2019,4260.77547,6434.487266
Summer,153,Erie,ER91M,EUBCORE,Eubosmina coregoni,2019,11706.0418,18203.27304
Summer,153,Erie,ER92,EUBCORE,Eubosmina coregoni,2019,0,0
Summer,153,Erie,ER58,EURAFFI,Eurytemora carolleeae,2012,0,0
Summer,153,Erie,ER59,EURAFFI,Eurytemora carolleeae,2012,112.4931013,650.1029244
Summer,153,Erie,ER60,EURAFFI,Eurytemora carolleeae,2012,0,0
Summer,153,Erie,ER61,EURAFFI,Eurytemora carolleeae,2012,0,0
Summer,153,Erie,ER91M,EURAFFI,Eurytemora carolleeae,2012,223.8383138,1411.319303
Summer,153,Erie,ER92,EURAFFI,Eurytemora carolleeae,2012,438.723095,2584.860586
Summer,153,Erie,ER58,EURAFFI,Eurytemora carolleeae,2013,0,0
Summer,153,Erie,ER59,EURAFFI,Eurytemora carolleeae,2013,175.3672831,1127.720921
Summer,153,Erie,ER60,EURAFFI,Eurytemora carolleeae,2013,25.48071634,185.5769619
Summer,153,Erie,ER61,EURAFFI,Eurytemora carolleeae,2013,0,0
Summer,153,Erie,ER91M,EURAFFI,Eurytemora carolleeae,2013,283.9279821,1847.722801
Summer,153,Erie,ER92,EURAFFI,Eurytemora carolleeae,2013,496.8739687,3069.545898
Summer,153,Erie,ER58,EURAFFI,Eurytemora carolleeae,2014,234.6309556,1419.872147
Summer,153,Erie,ER59,EURAFFI,Eurytemora carolleeae,2014,421.1911787,2754.378516
Summer,153,Erie,ER60,EURAFFI,Eurytemora carolleeae,2014,21.96254875,130.6672735
Summer,153,Erie,ER61,EURAFFI,Eurytemora carolleeae,2014,125.9186128,759.9220815
Summer,153,Erie,ER91M,EURAFFI,Eurytemora carolleeae,2014,274.7315189,2035.747813
Summer,153,Erie,ER92,EURAFFI,Eurytemora carolleeae,2014,404.7383983,2818.221065
Summer,153,Erie,ER58,EURAFFI,Eurytemora carolleeae,2015,991.1909251,5950.305602
Summer,153,Erie,ER59,EURAFFI,Eurytemora carolleeae,2015,46.49113157,269.6772045
Summer,153,Erie,ER60,EURAFFI,Eurytemora carolleeae,2015,5.179718463,29.68247419
Summer,153,Erie,ER61,EURAFFI,Eurytemora carolleeae,2015,3.57400574,22.42831009
Summer,153,Erie,ER91M,EURAFFI,Eurytemora carolleeae,2015,359.6483763,2188.860053
Summer,153,Erie,ER92,EURAFFI,Eurytemora carolleeae,2015,245.9530832,1628.391304
Summer,153,Erie,ER58,EURAFFI,Eurytemora carolleeae,2016,70.73553026,523.4036321
Summer,153,Erie,ER59,EURAFFI,Eurytemora carolleeae,2016,357.400574,2780.314997
Summer,153,Erie,ER60,EURAFFI,Eurytemora carolleeae,2016,12.30183135,69.29819343
Summer,153,Erie,ER61,EURAFFI,Eurytemora carolleeae,2016,0,0
Summer,153,Erie,ER91M,EURAFFI,Eurytemora carolleeae,2016,221.9153891,1263.713951
Summer,153,Erie,ER92,EURAFFI,Eurytemora carolleeae,2016,127.7803127,801.6453287
Summer,153,Erie,ER58,EURAFFI,Eurytemora carolleeae,2017,47.48678955,385.6004416
Summer,153,Erie,ER59,EURAFFI,Eurytemora carolleeae,2017,52.2354685,338.2914472
Summer,153,Erie,ER60,EURAFFI,Eurytemora carolleeae,2017,47.48678955,304.5350333
Summer,153,Erie,ER61,EURAFFI,Eurytemora carolleeae,2017,8.823558869,59.43404796
Summer,153,Erie,ER91M,EURAFFI,Eurytemora carolleeae,2017,139.2945827,1035.740197
Summer,153,Erie,ER92,EURAFFI,Eurytemora carolleeae,2017,93.27762232,572.4152105
Summer,153,Erie,ER58,EURAFFI,Eurytemora carolleeae,2018,345.7038279,2114.134266
Summer,153,Erie,ER59,EURAFFI,Eurytemora carolleeae,2018,120.7219716,974.0613952
Summer,153,Erie,ER60,EURAFFI,Eurytemora carolleeae,2018,6.624986249,41.97619875
Summer,153,Erie,ER61,EURAFFI,Eurytemora carolleeae,2018,19.09859317,108.0956334
Summer,153,Erie,ER91M,EURAFFI,Eurytemora carolleeae,2018,0,0
Summer,153,Erie,ER92,EURAFFI,Eurytemora carolleeae,2018,0,0
Summer,153,Erie,ER58,EURAFFI,Eurytemora carolleeae,2019,0,0
Summer,153,Erie,ER59,EURAFFI,Eurytemora carolleeae,2019,0,0
Summer,153,Erie,ER60,EURAFFI,Eurytemora carolleeae,2019,33.60025188,206.5491951
Summer,153,Erie,ER61,EURAFFI,Eurytemora carolleeae,2019,181.3095945,1226.363293
Summer,153,Erie,ER91M,EURAFFI,Eurytemora carolleeae,2019,196.7401983,1173.017639
Summer,153,Erie,ER92,EURAFFI,Eurytemora carolleeae,2019,0,0
Summer,153,Erie,ER58,THECRAS,Thermocyclops crassus,2012,0,0
Summer,153,Erie,ER59,THECRAS,Thermocyclops crassus,2012,0,0
Summer,153,Erie,ER60,THECRAS,Thermocyclops crassus,2012,0,0
Summer,153,Erie,ER61,THECRAS,Thermocyclops crassus,2012,0,0
Summer,153,Erie,ER91M,THECRAS,Thermocyclops crassus,2012,0,0
Summer,153,Erie,ER92,THECRAS,Thermocyclops crassus,2012,0,0
Summer,153,Erie,ER58,THECRAS,Thermocyclops crassus,2013,0,0
Summer,153,Erie,ER59,THECRAS,Thermocyclops crassus,2013,0,0
Summer,153,Erie,ER60,THECRAS,Thermocyclops crassus,2013,0,0
Summer,153,Erie,ER61,THECRAS,Thermocyclops crassus,2013,0,0
Summer,153,Erie,ER91M,THECRAS,Thermocyclops crassus,2013,0,0
Summer,153,Erie,ER92,THECRAS,Thermocyclops crassus,2013,0,0
Summer,153,Erie,ER58,THECRAS,Thermocyclops crassus,2014,0,0
Summer,153,Erie,ER59,THECRAS,Thermocyclops crassus,2014,0,0
Summer,153,Erie,ER60,THECRAS,Thermocyclops crassus,2014,3.138298786,6.805975766
Summer,153,Erie,ER61,THECRAS,Thermocyclops crassus,2014,0,0
Summer,153,Erie,ER91M,THECRAS,Thermocyclops crassus,2014,0,0
Summer,153,Erie,ER92,THECRAS,Thermocyclops crassus,2014,0,0
Summer,153,Erie,ER58,THECRAS,Thermocyclops crassus,2015,38.12272789,31.82597752
Summer,153,Erie,ER59,THECRAS,Thermocyclops crassus,2015,0,0
Summer,153,Erie,ER60,THECRAS,Thermocyclops crassus,2015,0,0
Summer,153,Erie,ER61,THECRAS,Thermocyclops crassus,2015,0,0
Summer,153,Erie,ER91M,THECRAS,Thermocyclops crassus,2015,0,0
Summer,153,Erie,ER92,THECRAS,Thermocyclops crassus,2015,0,0
Summer,153,Erie,ER58,THECRAS,Thermocyclops crassus,2016,70.73553026,198.0553036
Summer,153,Erie,ER59,THECRAS,Thermocyclops crassus,2016,0,0
Summer,153,Erie,ER60,THECRAS,Thermocyclops crassus,2016,0,0
Summer,153,Erie,ER61,THECRAS,Thermocyclops crassus,2016,0,0
Summer,153,Erie,ER91M,THECRAS,Thermocyclops crassus,2016,33.28730836,52.65899995
Summer,153,Erie,ER92,THECRAS,Thermocyclops crassus,2016,36.50866078,78.35172505
Summer,153,Erie,ER58,THECRAS,Thermocyclops crassus,2017,0,0
Summer,153,Erie,ER59,THECRAS,Thermocyclops crassus,2017,0,0
Summer,153,Erie,ER60,THECRAS,Thermocyclops crassus,2017,0,0
Summer,153,Erie,ER61,THECRAS,Thermocyclops crassus,2017,0,0
Summer,153,Erie,ER91M,THECRAS,Thermocyclops crassus,2017,0,0
Summer,153,Erie,ER92,THECRAS,Thermocyclops crassus,2017,0,0
Summer,153,Erie,ER58,THECRAS,Thermocyclops crassus,2018,49.38626113,146.0457539
Summer,153,Erie,ER59,THECRAS,Thermocyclops crassus,2018,0,0
Summer,153,Erie,ER60,THECRAS,Thermocyclops crassus,2018,6.624986249,19.79816393
Summer,153,Erie,ER61,THECRAS,Thermocyclops crassus,2018,0,0
Summer,153,Erie,ER91M,THECRAS,Thermocyclops crassus,2018,0,0
Summer,153,Erie,ER92,THECRAS,Thermocyclops crassus,2018,0,0
Summer,153,Erie,ER58,THECRAS,Thermocyclops crassus,2019,0,0
Summer,153,Erie,ER59,THECRAS,Thermocyclops crassus,2019,0,0
Summer,153,Erie,ER60,THECRAS,Thermocyclops crassus,2019,0,0
Summer,153,Erie,ER61,THECRAS,Thermocyclops crassus,2019,22.66369931,71.11035842
Summer,153,Erie,ER91M,THECRAS,Thermocyclops crassus,2019,0,0
Summer,153,Erie,ER92,THECRAS,Thermocyclops crassus,2019,0,0
Summer,153,Erie,ER58,DIPFLUV,Diaphanosoma fluviatile,2012,0,0
Summer,153,Erie,ER59,DIPFLUV,Diaphanosoma fluviatile,2012,0,0
Summer,153,Erie,ER60,DIPFLUV,Diaphanosoma fluviatile,2012,0,0
Summer,153,Erie,ER61,DIPFLUV,Diaphanosoma fluviatile,2012,0,0
Summer,153,Erie,ER91M,DIPFLUV,Diaphanosoma fluviatile,2012,0,0
Summer,153,Erie,ER92,DIPFLUV,Diaphanosoma fluviatile,2012,0,0
Summer,153,Erie,ER58,DIPFLUV,Diaphanosoma fluviatile,2013,0,0
Summer,153,Erie,ER59,DIPFLUV,Diaphanosoma fluviatile,2013,0,0
Summer,153,Erie,ER60,DIPFLUV,Diaphanosoma fluviatile,2013,0,0
Summer,153,Erie,ER61,DIPFLUV,Diaphanosoma fluviatile,2013,0,0
Summer,153,Erie,ER91M,DIPFLUV,Diaphanosoma fluviatile,2013,0,0
Summer,153,Erie,ER92,DIPFLUV,Diaphanosoma fluviatile,2013,0,0
Summer,153,Erie,ER58,DIPFLUV,Diaphanosoma fluviatile,2014,0,0
Summer,153,Erie,ER59,DIPFLUV,Diaphanosoma fluviatile,2014,0,0
Summer,153,Erie,ER60,DIPFLUV,Diaphanosoma fluviatile,2014,0,0
Summer,153,Erie,ER61,DIPFLUV,Diaphanosoma fluviatile,2014,0,0
Summer,153,Erie,ER91M,DIPFLUV,Diaphanosoma fluviatile,2014,0,0
Summer,153,Erie,ER92,DIPFLUV,Diaphanosoma fluviatile,2014,0,0
Summer,153,Erie,ER58,DIPFLUV,Diaphanosoma fluviatile,2015,0,0
Summer,153,Erie,ER59,DIPFLUV,Diaphanosoma fluviatile,2015,0,0
Summer,153,Erie,ER60,DIPFLUV,Diaphanosoma fluviatile,2015,0,0
Summer,153,Erie,ER61,DIPFLUV,Diaphanosoma fluviatile,2015,0,0
Summer,153,Erie,ER91M,DIPFLUV,Diaphanosoma fluviatile,2015,0,0
Summer,153,Erie,ER92,DIPFLUV,Diaphanosoma fluviatile,2015,0,0
Summer,153,Erie,ER58,DIPFLUV,Diaphanosoma fluviatile,2016,0,0
Summer,153,Erie,ER59,DIPFLUV,Diaphanosoma fluviatile,2016,0,0
Summer,153,Erie,ER60,DIPFLUV,Diaphanosoma fluviatile,2016,0,0
Summer,153,Erie,ER61,DIPFLUV,Diaphanosoma fluviatile,2016,0,0
Summer,153,Erie,ER91M,DIPFLUV,Diaphanosoma fluviatile,2016,0,0
Summer,153,Erie,ER92,DIPFLUV,Diaphanosoma fluviatile,2016,0,0
Summer,153,Erie,ER58,DIPFLUV,Diaphanosoma fluviatile,2017,0,0
Summer,153,Erie,ER59,DIPFLUV,Diaphanosoma fluviatile,2017,0,0
Summer,153,Erie,ER60,DIPFLUV,Diaphanosoma fluviatile,2017,0,0
Summer,153,Erie,ER61,DIPFLUV,Diaphanosoma fluviatile,2017,0,0
